Parcel,Year,Transect,Transect Unique ID,Species,Lifecycle,Lifeform,Vegetation Type,Hits,Cover (%)
LAW090,2022,80,LAW090_80,ATPO,Perennial,Shrub,shrub,38,19
LAW090,2022,80,LAW090_80,KRLA2,Perennial,Shrub,shrub,4,2
LAW129_118,2023,1,LAW118_1,ERNA10,Perennial,Shrub,shrub,72,36
LAW129_118,2023,1,LAW118_1,ATCA2,Perennial,Shrub,shrub,6,3
LAW129_118,2023,1,LAW118_1,DISP,Perennial,Grass,grass,2,1
LAW129_118,2023,1,LAW118_1,SATR12,Annual,Herb,weed,39,19.5
LAW129_118,2023,1,LAW118_1,IVAX,Perennial,Herb,weed,4,2
LAW129_118,2023,2,LAW118_2,ERNA10,Perennial,Shrub,shrub,37,18.5
LAW129_118,2023,2,LAW118_2,ATCA2,Perennial,Shrub,shrub,29,14.5
LAW129_118,2023,2,LAW118_2,SATR12,Annual,Herb,weed,58,29
LAW129_118,2023,2,LAW118_2,IVAX,Perennial,Herb,weed,3,1.5
LAW129_118,2023,2,LAW118_2,SPAI,Perennial,Grass,grass,2,1
LAW129_118,2023,3,LAW118_3,ERNA10,Perennial,Shrub,shrub,2,1
LAW129_118,2023,3,LAW118_3,ATCA2,Perennial,Shrub,shrub,22,11
LAW129_118,2023,3,LAW118_3,SATR12,Annual,Herb,weed,52,26
LAW129_118,2023,3,LAW118_3,ATPO,Perennial,Shrub,shrub,6,3
LAW129_118,2023,4,LAW118_4,ERNA10,Perennial,Shrub,shrub,18,9
LAW129_118,2023,4,LAW118_4,ATCA2,Perennial,Shrub,shrub,25,12.5
LAW129_118,2023,4,LAW118_4,SATR12,Annual,Herb,weed,36,18
LAW129_118,2023,4,LAW118_4,IVAX,Perennial,Herb,weed,2,1
LAW129_118,2023,5,LAW118_5,ERNA10,Perennial,Shrub,shrub,46,23
LAW129_118,2023,5,LAW118_5,ATCA2,Perennial,Shrub,shrub,35,17.5
LAW129_118,2023,5,LAW118_5,SATR12,Annual,Herb,weed,18,9
LAW129_118,2023,5,LAW118_5,ATPO,Perennial,Shrub,shrub,5,2.5
LAW129_118,2023,5,LAW118_5,ACHY,Perennial,Grass,grass,1,0.5
LAW129_118,2023,6,LAW118_6,ERNA10,Perennial,Shrub,shrub,13,6.5
LAW129_118,2023,6,LAW118_6,ATCA2,Perennial,Shrub,shrub,15,7.5
LAW129_118,2023,6,LAW118_6,SATR12,Annual,Herb,weed,52,26
LAW129_118,2023,6,LAW118_6,ATPO,Perennial,Shrub,shrub,5,2.5
LAW129_118,2023,6,LAW118_6,STPA4,Perennial,Herb_Shrub,shrub,1,0.5
LAW129_118,2023,6,LAW118_6,ERDE6,Annual,Herb,forb,1,0.5
LAW129_118,2023,7,LAW118_7,ERNA10,Perennial,Shrub,shrub,14,7
LAW129_118,2023,7,LAW118_7,ATCA2,Perennial,Shrub,shrub,14,7
LAW129_118,2023,7,LAW118_7,SATR12,Annual,Herb,weed,46,23
LAW129_118,2023,7,LAW118_7,ATPO,Perennial,Shrub,shrub,8,4
LAW129_118,2023,7,LAW118_7,SYAS3,Perennial,Herb,forb,1,0.5
LAW129_118,2023,8,LAW118_8,ERCI6,Annual,Herb,weed,1,0.5
LAW129_118,2023,8,LAW118_8,COAR4,Perennial,Herb,weed,1,0.5
LAW129_118,2023,8,LAW118_8,LACO13,Annual,Herb,forb,7,3.5
LAW129_118,2023,8,LAW118_8,SATR12,Annual,Herb,weed,77,38.5
LAW129_118,2023,8,LAW118_8,KRLA2,Perennial,Shrub,shrub,1,0.5
LAW129_118,2023,8,LAW118_8,ERNA10,Perennial,Shrub,shrub,12,6
LAW129_118,2023,8,LAW118_8,ATCA2,Perennial,Shrub,shrub,9,4.5
LAW129_118,2023,9,LAW118_9,SATR12,Annual,Herb,weed,38,19
LAW129_118,2023,9,LAW118_9,ERNA10,Perennial,Shrub,shrub,17,8.5
LAW129_118,2023,9,LAW118_9,ARTR2,Perennial,Shrub,shrub,2,1
LAW129_118,2023,9,LAW118_9,ATPO,Perennial,Shrub,shrub,1,0.5
LAW129_118,2023,10,LAW118_10,SATR12,Annual,Herb,weed,76,38
LAW129_118,2023,10,LAW118_10,ERNA10,Perennial,Shrub,shrub,6,3
LAW129_118,2023,10,LAW118_10,ATPO,Perennial,Shrub,shrub,5,2.5
LAW129_118,2023,10,LAW118_10,IVAX,Perennial,Herb,weed,3,1.5
LAW129_118,2023,11,LAW118_11,ATPO,Perennial,Shrub,shrub,42,21
LAW129_118,2023,11,LAW118_11,SATR12,Annual,Herb,weed,23,11.5
LAW129_118,2023,12,LAW118_12,ATPO,Perennial,Shrub,shrub,73,36.5
LAW129_118,2023,12,LAW118_12,SATR12,Annual,Herb,weed,5,2.5
LAW129_118,2023,12,LAW118_12,ERDE6,Annual,Herb,forb,11,5.5
LAW129_118,2023,13,LAW118_13,ATPO,Perennial,Shrub,shrub,54,27
LAW129_118,2023,13,LAW118_13,SATR12,Annual,Herb,weed,4,2
LAW129_118,2023,13,LAW118_13,ERDE6,Annual,Herb,forb,16,8
LAW129_118,2023,14,LAW118_14,ATPO,Perennial,Shrub,shrub,45,22.5
LAW129_118,2023,14,LAW118_14,SATR12,Annual,Herb,weed,9,4.5
LAW129_118,2023,14,LAW118_14,ERDE6,Annual,Herb,forb,11,5.5
LAW129_118,2023,15,LAW118_15,ATPO,Perennial,Shrub,shrub,38,19
LAW129_118,2023,15,LAW118_15,SATR12,Annual,Herb,weed,22,11
LAW090,2024,61,LAW090_61,ACHY,Perennial,Grass,grass,0,0
LAW090,2024,61,LAW090_61,ACSP12,Perennial,Grass,grass,0,0
LAW090,2024,61,LAW090_61,ARTRT,Perennial,Shrub,shrub,0,0
LAW090,2024,61,LAW090_61,GRSP,Perennial,Shrub,shrub,0,0
LAW090,2024,61,LAW090_61,ASFA,Perennial,Herb,forb,0,0
LAW090,2024,61,LAW090_61,ATPO,Perennial,Shrub,shrub,19,9.5
LAW090,2024,61,LAW090_61,ATTO,Perennial,Shrub,shrub,22,11
LAW090,2024,61,LAW090_61,SAVE4,Perennial,Shrub,shrub,7,3.5
LAW090,2024,61,LAW090_61,POFR2,Perennial,Tree,tree,9,4.5
LAW090,2024,62,LAW090_62,ATPO,Perennial,Shrub,shrub,1,0.5
LAW090,2024,62,LAW090_62,ATTO,Perennial,Shrub,shrub,23,11.5
LAW090,2024,62,LAW090_62,ATCA2,Perennial,Shrub,shrub,4,2
LAW090,2024,63,LAW090_63,ERNA10,Perennial,Shrub,shrub,1,0.5
LAW090,2024,63,LAW090_63,ATTO,Perennial,Shrub,shrub,5,2.5
LAW090,2024,63,LAW090_63,ATCA2,Perennial,Shrub,shrub,29,14.5
LAW090,2024,64,LAW090_64,KRLA2,Perennial,Shrub,shrub,1,0.5
LAW090,2024,64,LAW090_64,ATCA2,Perennial,Shrub,shrub,9,4.5
LAW090,2024,65,LAW090_65,ATPO,Perennial,Shrub,shrub,6,3
LAW090,2024,65,LAW090_65,ATTO,Perennial,Shrub,shrub,34,17
LAW090,2024,66,LAW090_66,ERNA10,Perennial,Shrub,shrub,1,0.5
LAW090,2024,66,LAW090_66,BAHY,Annual,Herb,weed,2,1
LAW090,2024,66,LAW090_66,ATPO,Perennial,Shrub,shrub,15,7.5
LAW090,2024,66,LAW090_66,SATR12,Annual,Herb,weed,7,3.5
LAW090,2024,66,LAW090_66,KRLA2,Perennial,Shrub,shrub,6,3
LAW090,2024,66,LAW090_66,ATTO,Perennial,Shrub,shrub,1,0.5
LAW090,2024,67,LAW090_67,ATTO,Perennial,Shrub,shrub,7,3.5
LAW090,2024,67,LAW090_67,ATCA2,Perennial,Shrub,shrub,2,1
LAW090,2024,68,LAW090_68,ATPO,Perennial,Shrub,shrub,4,2
LAW090,2024,68,LAW090_68,SATR12,Annual,Herb,weed,5,2.5
LAW090,2024,68,LAW090_68,ATCA2,Perennial,Shrub,shrub,16,8
LAW090,2024,69,LAW090_69,ATPO,Perennial,Shrub,shrub,5,2.5
LAW090,2024,69,LAW090_69,ATTO,Perennial,Shrub,shrub,4,2
LAW090,2024,70,LAW090_70,ERNA10,Perennial,Shrub,shrub,12,6
LAW090,2024,70,LAW090_70,ATCA2,Perennial,Shrub,shrub,6,3
LAW090,2024,71,LAW090_71,ATPO,Perennial,Shrub,shrub,3,1.5
LAW090,2024,71,LAW090_71,ATCA2,Perennial,Shrub,shrub,5,2.5
LAW090,2024,71,LAW090_71,ERNA10,Perennial,Shrub,shrub,5,2.5
LAW090,2024,72,LAW090_72,ATPO,Perennial,Shrub,shrub,2,1
LAW090,2024,72,LAW090_72,ATCA2,Perennial,Shrub,shrub,11,5.5
LAW090,2024,72,LAW090_72,ATTO,Perennial,Shrub,shrub,4,2
LAW090,2024,72,LAW090_72,AMDU2,Perennial,Shrub,shrub,4,2
LAW090,2024,73,LAW090_73,ATPO,Perennial,Shrub,shrub,11,5.5
LAW090,2024,73,LAW090_73,ATCA2,Perennial,Shrub,shrub,23,11.5
LAW090,2024,73,LAW090_73,ERNA10,Perennial,Shrub,shrub,4,2
LAW090,2024,73,LAW090_73,AMDU2,Perennial,Shrub,shrub,6,3
LAW090,2024,73,LAW090_73,SATR12,Annual,Herb,weed,1,0.5
LAW090,2024,73,LAW090_73,KRLA2,Perennial,Shrub,shrub,2,1
LAW090,2024,74,LAW090_74,ATPO,Perennial,Shrub,shrub,30,15
LAW090,2024,74,LAW090_74,ATCA2,Perennial,Shrub,shrub,1,0.5
LAW090,2024,75,LAW090_75,ATPO,Perennial,Shrub,shrub,38,19
LAW090,2024,75,LAW090_75,ATCA2,Perennial,Shrub,shrub,1,0.5
LAW090,2024,76,LAW090_76,ATPO,Perennial,Shrub,shrub,17,8.5
LAW090,2024,76,LAW090_76,ATCA2,Perennial,Shrub,shrub,3,1.5
LAW090,2024,76,LAW090_76,ERNA10,Perennial,Shrub,shrub,7,3.5
LAW090,2024,77,LAW090_77,ATPO,Perennial,Shrub,shrub,21,10.5
LAW090,2024,77,LAW090_77,ATCA2,Perennial,Shrub,shrub,1,0.5
LAW090,2024,77,LAW090_77,ERNA10,Perennial,Shrub,shrub,1,0.5
LAW090,2024,78,LAW090_78,ATPO,Perennial,Shrub,shrub,24,12
LAW090,2024,78,LAW090_78,ATCA2,Perennial,Shrub,shrub,6,3
LAW090,2024,78,LAW090_78,ERNA10,Perennial,Shrub,shrub,5,2.5
LAW090,2024,79,LAW090_79,ATPO,Perennial,Shrub,shrub,12,6
LAW090,2024,79,LAW090_79,ATCA2,Perennial,Shrub,shrub,4,2
LAW090,2024,79,LAW090_79,ATTO,Perennial,Shrub,shrub,5,2.5
LAW090,2024,79,LAW090_79,SATR12,Annual,Herb,weed,2,1
LAW090,2024,80,LAW090_80,ATPO,Perennial,Shrub,shrub,21,10.5
LAW090,2024,80,LAW090_80,ATTO,Perennial,Shrub,shrub,6,3
LAW094,2024,41,LAW094_41,MESP2,Perennial,Shrub,shrub,0,0
LAW094,2024,41,LAW094_41,STEPH,Perennial,Herb_Shrub,shrub,0,0
LAW094,2024,41,LAW094_41,PSPO,Perennial,Shrub,shrub,0,0
LAW094,2024,41,LAW094_41,ATCO,Perennial,Shrub,shrub,0,0
LAW094,2024,41,LAW094_41,ACSP12,Perennial,Grass,grass,0,0
LAW094,2024,41,LAW094_41,ENAC,Perennial,Shrub,shrub,0,0
LAW094,2024,41,LAW094_41,ACHY,Perennial,Grass,grass,0,0
LAW094,2024,41,LAW094_41,LYCO2,Perennial,Shrub,shrub,0,0
LAW094,2024,41,LAW094_41,LEFR2,Perennial,Shrub,shrub,0,0
LAW094,2024,41,LAW094_41,ERTE24,NA,NA,NA,0,0
LAW094,2024,41,LAW094_41,ERFA2,Perennial,Shrub,shrub,0,0
LAW094,2024,41,LAW094_41,ATPO,Perennial,Shrub,shrub,7,3.5
LAW094,2024,41,LAW094_41,ATCA2,Perennial,Shrub,shrub,17,8.5
LAW094,2024,42,LAW094_42,ATPO,Perennial,Shrub,shrub,16,8
LAW094,2024,42,LAW094_42,ATCA2,Perennial,Shrub,shrub,8,4
LAW094,2024,43,LAW094_43,ATPO,Perennial,Shrub,shrub,5,2.5
LAW094,2024,43,LAW094_43,ATCA2,Perennial,Shrub,shrub,10,5
LAW094,2024,43,LAW094_43,SATR12,Annual,Herb,weed,1,0.5
LAW094,2024,44,LAW094_44,ATPO,Perennial,Shrub,shrub,35,17.5
LAW094,2024,44,LAW094_44,ATCA2,Perennial,Shrub,shrub,2,1
LAW094,2024,45,LAW094_45,ATPO,Perennial,Shrub,shrub,18,9
LAW094,2024,45,LAW094_45,ATCA2,Perennial,Shrub,shrub,3,1.5
LAW094,2024,46,LAW094_46,ATPO,Perennial,Shrub,shrub,8,4
LAW094,2024,46,LAW094_46,ENAC,Perennial,Shrub,shrub,1,0.5
LAW094,2024,46,LAW094_46,ATTO,Perennial,Shrub,shrub,1,0.5
LAW094,2024,47,LAW094_47,ATCA2,Perennial,Shrub,shrub,7,3.5
LAW094,2024,48,LAW094_48,ATCA2,Perennial,Shrub,shrub,8,4
LAW094,2024,48,LAW094_48,ATPO,Perennial,Shrub,shrub,2,1
LAW094,2024,48,LAW094_48,ERNA10,Perennial,Shrub,shrub,3,1.5
LAW094,2024,48,LAW094_48,ATTO,Perennial,Shrub,shrub,3,1.5
LAW094,2024,49,LAW094_49,ATPO,Perennial,Shrub,shrub,22,11
LAW094,2024,49,LAW094_49,ERNA10,Perennial,Shrub,shrub,9,4.5
LAW094,2024,50,LAW094_50,ATPO,Perennial,Shrub,shrub,41,20.5
LAW094,2024,51,LAW094_51,ATCA2,Perennial,Shrub,shrub,7,3.5
LAW094,2024,51,LAW094_51,ATPO,Perennial,Shrub,shrub,4,2
LAW094,2024,52,LAW094_52,ATCA2,Perennial,Shrub,shrub,3,1.5
LAW094,2024,52,LAW094_52,ATPO,Perennial,Shrub,shrub,16,8
LAW094,2024,53,LAW094_53,ATCA2,Perennial,Shrub,shrub,3,1.5
LAW094,2024,53,LAW094_53,ATPO,Perennial,Shrub,shrub,9,4.5
LAW094,2024,53,LAW094_53,ERNA10,Perennial,Shrub,shrub,2,1
LAW094,2024,53,LAW094_53,ENAC,Perennial,Shrub,shrub,1,0.5
LAW094,2024,54,LAW094_54,ATCA2,Perennial,Shrub,shrub,12,6
LAW094,2024,54,LAW094_54,ERNA10,Perennial,Shrub,shrub,2,1
LAW094,2024,55,LAW094_55,ATPO,Perennial,Shrub,shrub,1,0.5
LAW094,2024,55,LAW094_55,ATCA2,Perennial,Shrub,shrub,9,4.5
LAW094,2024,55,LAW094_55,ERNA10,Perennial,Shrub,shrub,3,1.5
LAW094,2024,55,LAW094_55,KRLA2,Perennial,Shrub,shrub,5,2.5
LAW094,2024,56,LAW094_56,ATCA2,Perennial,Shrub,shrub,11,5.5
LAW094,2024,56,LAW094_56,ERNA10,Perennial,Shrub,shrub,2,1
LAW094,2024,57,LAW094_57,ATPO,Perennial,Shrub,shrub,9,4.5
LAW094,2024,57,LAW094_57,ATCA2,Perennial,Shrub,shrub,12,6
LAW094,2024,57,LAW094_57,KRLA2,Perennial,Shrub,shrub,1,0.5
LAW094,2024,58,LAW094_58,ATPO,Perennial,Shrub,shrub,2,1
LAW094,2024,58,LAW094_58,ATCA2,Perennial,Shrub,shrub,4,2
LAW094,2024,58,LAW094_58,ERNA10,Perennial,Shrub,shrub,1,0.5
LAW094,2024,58,LAW094_58,ATTO,Perennial,Shrub,shrub,13,6.5
LAW094,2024,59,LAW094_59,ATPO,Perennial,Shrub,shrub,4,2
LAW094,2024,59,LAW094_59,ATCA2,Perennial,Shrub,shrub,8,4
LAW094,2024,59,LAW094_59,ERNA10,Perennial,Shrub,shrub,3,1.5
LAW094,2024,59,LAW094_59,KRLA2,Perennial,Shrub,shrub,2,1
LAW094,2024,60,LAW094_60,ATCA2,Perennial,Shrub,shrub,4,2
LAW094,2024,60,LAW094_60,ATTO,Perennial,Shrub,shrub,9,4.5
LAW095,2024,21,LAW095_21,PSPO,Perennial,Shrub,shrub,0,0
LAW095,2024,21,LAW095_21,ERFA2,Perennial,Shrub,shrub,0,0
LAW095,2024,21,LAW095_21,DISP,Perennial,Grass,grass,0,0
LAW095,2024,21,LAW095_21,POFR2,Perennial,Tree,tree,0,0
LAW095,2024,21,LAW095_21,LEFR2,Perennial,Shrub,shrub,0,0
LAW095,2024,21,LAW095_21,ACSP12,Perennial,Grass,grass,0,0
LAW095,2024,21,LAW095_21,ENAC,Perennial,Shrub,shrub,0,0
LAW095,2024,21,LAW095_21,ATCO,Perennial,Shrub,shrub,0,0
LAW095,2024,21,LAW095_21,ATCA2,Perennial,Shrub,shrub,1,0.5
LAW095,2024,21,LAW095_21,ERNA10,Perennial,Shrub,shrub,4,2
LAW095,2024,21,LAW095_21,ATPO,Perennial,Shrub,shrub,40,20
LAW095,2024,21,LAW095_21,SATR12,Annual,Herb,weed,1,0.5
LAW095,2024,22,LAW095_22,ATCA2,Perennial,Shrub,shrub,14,7
LAW095,2024,22,LAW095_22,ERNA10,Perennial,Shrub,shrub,3,1.5
LAW095,2024,22,LAW095_22,ATTO,Perennial,Shrub,shrub,16,8
LAW095,2024,22,LAW095_22,ATPO,Perennial,Shrub,shrub,20,10
LAW095,2024,23,LAW095_23,ERNA10,Perennial,Shrub,shrub,5,2.5
LAW095,2024,23,LAW095_23,ATTO,Perennial,Shrub,shrub,3,1.5
LAW095,2024,23,LAW095_23,ATPO,Perennial,Shrub,shrub,1,0.5
LAW095,2024,23,LAW095_23,SATR12,Annual,Herb,weed,1,0.5
LAW095,2024,24,LAW095_24,ATCA2,Perennial,Shrub,shrub,7,3.5
LAW095,2024,24,LAW095_24,ERNA10,Perennial,Shrub,shrub,8,4
LAW095,2024,24,LAW095_24,ATTO,Perennial,Shrub,shrub,3,1.5
LAW095,2024,24,LAW095_24,ATPO,Perennial,Shrub,shrub,25,12.5
LAW095,2024,24,LAW095_24,SATR12,Annual,Herb,weed,1,0.5
LAW095,2024,24,LAW095_24,KRLA2,Perennial,Shrub,shrub,5,2.5
LAW095,2024,24,LAW095_24,LYCO2,Perennial,Shrub,shrub,3,1.5
LAW095,2024,25,LAW095_25,ATCA2,Perennial,Shrub,shrub,5,2.5
LAW095,2024,25,LAW095_25,ERNA10,Perennial,Shrub,shrub,2,1
LAW095,2024,25,LAW095_25,ATTO,Perennial,Shrub,shrub,3,1.5
LAW095,2024,25,LAW095_25,ATPO,Perennial,Shrub,shrub,22,11
LAW095,2024,25,LAW095_25,SATR12,Annual,Herb,weed,1,0.5
LAW095,2024,26,LAW095_26,ATCA2,Perennial,Shrub,shrub,5,2.5
LAW095,2024,26,LAW095_26,ERNA10,Perennial,Shrub,shrub,12,6
LAW095,2024,26,LAW095_26,ATTO,Perennial,Shrub,shrub,5,2.5
LAW095,2024,26,LAW095_26,ATPO,Perennial,Shrub,shrub,10,5
LAW095,2024,27,LAW095_27,ATCA2,Perennial,Shrub,shrub,2,1
LAW095,2024,27,LAW095_27,ERNA10,Perennial,Shrub,shrub,4,2
LAW095,2024,27,LAW095_27,SATR12,Annual,Herb,weed,1,0.5
LAW095,2024,28,LAW095_28,ATCA2,Perennial,Shrub,shrub,3,1.5
LAW095,2024,28,LAW095_28,ATPO,Perennial,Shrub,shrub,51,25.5
LAW095,2024,28,LAW095_28,ATTO,Perennial,Shrub,shrub,4,2
LAW095,2024,29,LAW095_29,ERNA10,Perennial,Shrub,shrub,1,0.5
LAW095,2024,29,LAW095_29,ATCA2,Perennial,Shrub,shrub,2,1
LAW095,2024,29,LAW095_29,ATPO,Perennial,Shrub,shrub,6,3
LAW095,2024,30,LAW095_30,ERNA10,Perennial,Shrub,shrub,2,1
LAW095,2024,30,LAW095_30,ATCA2,Perennial,Shrub,shrub,6,3
LAW095,2024,30,LAW095_30,ATPO,Perennial,Shrub,shrub,19,9.5
LAW095,2024,30,LAW095_30,SATR12,Annual,Herb,weed,1,0.5
LAW095,2024,30,LAW095_30,AMDU2,Perennial,Shrub,shrub,6,3
LAW095,2024,31,LAW095_31,ATCA2,Perennial,Shrub,shrub,14,7
LAW095,2024,31,LAW095_31,SATR12,Annual,Herb,weed,4,2
LAW095,2024,32,LAW095_32,ATCA2,Perennial,Shrub,shrub,2,1
LAW095,2024,32,LAW095_32,ATPO,Perennial,Shrub,shrub,3,1.5
LAW095,2024,32,LAW095_32,SATR12,Annual,Herb,weed,2,1
LAW095,2024,33,LAW095_33,ERNA10,Perennial,Shrub,shrub,5,2.5
LAW095,2024,33,LAW095_33,ATCA2,Perennial,Shrub,shrub,8,4
LAW095,2024,33,LAW095_33,ATPO,Perennial,Shrub,shrub,11,5.5
LAW095,2024,33,LAW095_33,ATTO,Perennial,Shrub,shrub,10,5
LAW095,2024,33,LAW095_33,SATR12,Annual,Herb,weed,1,0.5
LAW095,2024,34,LAW095_34,ATCA2,Perennial,Shrub,shrub,3,1.5
LAW095,2024,34,LAW095_34,ATPO,Perennial,Shrub,shrub,7,3.5
LAW095,2024,34,LAW095_34,ATTO,Perennial,Shrub,shrub,1,0.5
LAW095,2024,34,LAW095_34,AMDU2,Perennial,Shrub,shrub,1,0.5
LAW095,2024,35,LAW095_35,ATCA2,Perennial,Shrub,shrub,2,1
LAW095,2024,35,LAW095_35,SATR12,Annual,Herb,weed,8,4
LAW095,2024,36,LAW095_36,ATCA2,Perennial,Shrub,shrub,4,2
LAW095,2024,36,LAW095_36,SATR12,Annual,Herb,weed,6,3
LAW095,2024,36,LAW095_36,ERNA10,Perennial,Shrub,shrub,1,0.5
LAW095,2024,37,LAW095_37,ATCA2,Perennial,Shrub,shrub,4,2
LAW095,2024,37,LAW095_37,SATR12,Annual,Herb,weed,3,1.5
LAW095,2024,38,LAW095_38,ATPO,Perennial,Shrub,shrub,6,3
LAW095,2024,38,LAW095_38,ATCA2,Perennial,Shrub,shrub,3,1.5
LAW095,2024,39,LAW095_39,ATPO,Perennial,Shrub,shrub,12,6
LAW095,2024,39,LAW095_39,ATCA2,Perennial,Shrub,shrub,11,5.5
LAW095,2024,40,LAW095_40,ATPO,Perennial,Shrub,shrub,6,3
LAW095,2024,40,LAW095_40,ATCA2,Perennial,Shrub,shrub,7,3.5
LAW095,2024,40,LAW095_40,SATR12,Annual,Herb,weed,1,0.5
LAW129_118,2025,6,LAW118_6,ERNA10,Perennial,Shrub,shrub,8,4
LAW129_118,2025,8,LAW118_8,ERNA10,Perennial,Shrub,shrub,16,8
LAW129_118,2025,10,LAW118_10,ERNA10,Perennial,Shrub,shrub,0,0
LAW129_118,2025,11,LAW118_11,ERNA10,Perennial,Shrub,shrub,0,0
LAW129_118,2025,13,LAW118_13,ERNA10,Perennial,Shrub,shrub,1,0.5
LAW129_118,2025,14,LAW118_14,ERNA10,Perennial,Shrub,shrub,0,0
LAW129_118,2025,1,LAW129_1,ERNA10,Perennial,Shrub,shrub,38,19
LAW129_118,2025,2,LAW129_2,ERNA10,Perennial,Shrub,shrub,82,41
LAW129_118,2025,3,LAW129_3,ERNA10,Perennial,Shrub,shrub,45,22.5
LAW129_118,2025,5,LAW129_5,ERNA10,Perennial,Shrub,shrub,72,36
LAW129_118,2025,6,LAW129_6,ERNA10,Perennial,Shrub,shrub,6,3
LAW129_118,2025,7,LAW129_7,ERNA10,Perennial,Shrub,shrub,4,2
LAW129_118,2025,8,LAW129_8,ERNA10,Perennial,Shrub,shrub,54,27
LAW129_118,2025,10,LAW129_10,ERNA10,Perennial,Shrub,shrub,4,2
LAW129_118,2025,12,LAW129_12,ERNA10,Perennial,Shrub,shrub,19,9.5
LAW129_118,2025,13,LAW129_13,ERNA10,Perennial,Shrub,shrub,62,31
LAW129_118,2025,14,LAW129_14,ERNA10,Perennial,Shrub,shrub,95,47.5
LAW129_118,2025,15,LAW129_15,ERNA10,Perennial,Shrub,shrub,58,29
LAW129_118,2025,17,LAW129_17,ERNA10,Perennial,Shrub,shrub,70,35
LAW129_118,2025,21,LAW129_21,ERNA10,Perennial,Shrub,shrub,1,0.5
LAW129_118,2025,6,LAW118_6,ATPO,Perennial,Shrub,shrub,3,1.5
LAW129_118,2025,8,LAW118_8,ATPO,Perennial,Shrub,shrub,0,0
LAW129_118,2025,10,LAW118_10,ATPO,Perennial,Shrub,shrub,0,0
LAW129_118,2025,11,LAW118_11,ATPO,Perennial,Shrub,shrub,34,17
LAW129_118,2025,13,LAW118_13,ATPO,Perennial,Shrub,shrub,18,9
LAW129_118,2025,14,LAW118_14,ATPO,Perennial,Shrub,shrub,41,20.5
LAW129_118,2025,1,LAW129_1,ATPO,Perennial,Shrub,shrub,0,0
LAW129_118,2025,2,LAW129_2,ATPO,Perennial,Shrub,shrub,0,0
LAW129_118,2025,3,LAW129_3,ATPO,Perennial,Shrub,shrub,10,5
LAW129_118,2025,5,LAW129_5,ATPO,Perennial,Shrub,shrub,1,0.5
LAW129_118,2025,6,LAW129_6,ATPO,Perennial,Shrub,shrub,5,2.5
LAW129_118,2025,7,LAW129_7,ATPO,Perennial,Shrub,shrub,6,3
LAW129_118,2025,8,LAW129_8,ATPO,Perennial,Shrub,shrub,0,0
LAW129_118,2025,10,LAW129_10,ATPO,Perennial,Shrub,shrub,0,0
LAW129_118,2025,12,LAW129_12,ATPO,Perennial,Shrub,shrub,17,8.5
LAW129_118,2025,13,LAW129_13,ATPO,Perennial,Shrub,shrub,0,0
LAW129_118,2025,14,LAW129_14,ATPO,Perennial,Shrub,shrub,0,0
LAW129_118,2025,15,LAW129_15,ATPO,Perennial,Shrub,shrub,0,0
LAW129_118,2025,17,LAW129_17,ATPO,Perennial,Shrub,shrub,0,0
LAW129_118,2025,21,LAW129_21,ATPO,Perennial,Shrub,shrub,4,2
LAW129_118,2025,6,LAW118_6,SATR12,Annual,Herb,weed,2,1
LAW129_118,2025,8,LAW118_8,SATR12,Annual,Herb,weed,10,5
LAW129_118,2025,10,LAW118_10,SATR12,Annual,Herb,weed,6,3
LAW129_118,2025,11,LAW118_11,SATR12,Annual,Herb,weed,2,1
LAW129_118,2025,13,LAW118_13,SATR12,Annual,Herb,weed,0,0
LAW129_118,2025,14,LAW118_14,SATR12,Annual,Herb,weed,0,0
LAW129_118,2025,1,LAW129_1,SATR12,Annual,Herb,weed,3,1.5
LAW129_118,2025,2,LAW129_2,SATR12,Annual,Herb,weed,0,0
LAW129_118,2025,3,LAW129_3,SATR12,Annual,Herb,weed,2,1
LAW129_118,2025,5,LAW129_5,SATR12,Annual,Herb,weed,2,1
LAW129_118,2025,6,LAW129_6,SATR12,Annual,Herb,weed,2,1
LAW129_118,2025,7,LAW129_7,SATR12,Annual,Herb,weed,24,12
LAW129_118,2025,8,LAW129_8,SATR12,Annual,Herb,weed,0,0
LAW129_118,2025,10,LAW129_10,SATR12,Annual,Herb,weed,1,0.5
LAW129_118,2025,12,LAW129_12,SATR12,Annual,Herb,weed,14,7
LAW129_118,2025,13,LAW129_13,SATR12,Annual,Herb,weed,19,9.5
LAW129_118,2025,14,LAW129_14,SATR12,Annual,Herb,weed,0,0
LAW129_118,2025,15,LAW129_15,SATR12,Annual,Herb,weed,0,0
LAW129_118,2025,17,LAW129_17,SATR12,Annual,Herb,weed,0,0
LAW129_118,2025,21,LAW129_21,SATR12,Annual,Herb,weed,29,14.5
LAW129_118,2025,6,LAW118_6,ATCA2,Perennial,Shrub,shrub,0,0
LAW129_118,2025,8,LAW118_8,ATCA2,Perennial,Shrub,shrub,5,2.5
LAW129_118,2025,10,LAW118_10,ATCA2,Perennial,Shrub,shrub,0,0
LAW129_118,2025,11,LAW118_11,ATCA2,Perennial,Shrub,shrub,1,0.5
LAW129_118,2025,13,LAW118_13,ATCA2,Perennial,Shrub,shrub,0,0
LAW129_118,2025,14,LAW118_14,ATCA2,Perennial,Shrub,shrub,0,0
