Parcel,Year,Transect,Species,Hits,Cover (%)
LAW129,2025,12,ATCA2,0,0
LAW129,2025,13,ATCA2,0,0
LAW129,2025,14,ATCA2,0,0
LAW129,2025,15,ATCA2,0,0
LAW129,2025,17,ATCA2,0,0
LAW129,2025,21,ATCA2,1,0.5
LAW118,2025,6,COAR4,0,0
LAW118,2025,8,COAR4,0,0
LAW118,2025,10,COAR4,0,0
LAW118,2025,11,COAR4,0,0
LAW118,2025,13,COAR4,0,0
LAW118,2025,14,COAR4,0,0
LAW129,2025,1,COAR4,0,0
LAW129,2025,2,COAR4,0,0
LAW129,2025,3,COAR4,0,0
LAW129,2025,5,COAR4,0,0
LAW129,2025,6,COAR4,0,0
LAW129,2025,7,COAR4,1,0.5
LAW129,2025,8,COAR4,0,0
LAW129,2025,10,COAR4,0,0
LAW129,2025,12,COAR4,10,5
LAW129,2025,13,COAR4,1,0.5
LAW129,2025,14,COAR4,0,0
LAW129,2025,15,COAR4,0,0
LAW129,2025,17,COAR4,0,0
LAW129,2025,21,COAR4,0,0
LAW118,2025,6,KRLA2,0,0
LAW118,2025,8,KRLA2,0,0
LAW118,2025,10,KRLA2,0,0
LAW118,2025,11,KRLA2,0,0
LAW118,2025,13,KRLA2,0,0
LAW118,2025,14,KRLA2,0,0
LAW129,2025,1,KRLA2,0,0
LAW129,2025,2,KRLA2,0,0
LAW129,2025,3,KRLA2,0,0
LAW129,2025,5,KRLA2,0,0
LAW129,2025,6,KRLA2,0,0
LAW129,2025,7,KRLA2,4,2
LAW129,2025,8,KRLA2,0,0
LAW129,2025,10,KRLA2,0,0
LAW129,2025,12,KRLA2,0,0
LAW129,2025,13,KRLA2,0,0
LAW129,2025,14,KRLA2,0,0
LAW129,2025,15,KRLA2,0,0
LAW129,2025,17,KRLA2,0,0
LAW129,2025,21,KRLA2,0,0
LAW118,2025,6,IVAX,0,0
LAW118,2025,8,IVAX,0,0
LAW118,2025,10,IVAX,0,0
LAW118,2025,11,IVAX,0,0
LAW118,2025,13,IVAX,0,0
LAW118,2025,14,IVAX,0,0
LAW129,2025,1,IVAX,0,0
LAW129,2025,2,IVAX,0,0
LAW129,2025,3,IVAX,2,1
LAW129,2025,5,IVAX,0,0
LAW129,2025,6,IVAX,0,0
LAW129,2025,7,IVAX,0,0
LAW129,2025,8,IVAX,0,0
LAW129,2025,10,IVAX,0,0
LAW129,2025,12,IVAX,0,0
LAW129,2025,13,IVAX,0,0
LAW129,2025,14,IVAX,0,0
LAW129,2025,15,IVAX,0,0
LAW129,2025,17,IVAX,0,0
LAW129,2025,21,IVAX,0,0
LAW090,2025,61,SAVE4,11,5.5
LAW090,2025,61,ATPO,7,3.5
LAW090,2025,61,ATTO,10,5
LAW090,2025,62,ATTO,31,15.5
LAW090,2025,62,ATCA2,5,2.5
LAW090,2025,62,ERNA10,1,0.5
LAW090,2025,63,ATCA2,4,2
LAW090,2025,64,SATR12,7,3.5
LAW090,2025,64,ATCA2,13,6.5
LAW090,2025,64,ERNA10,1,0.5
LAW090,2025,65,ATTO,23,11.5
LAW090,2025,65,SATR12,2,1
LAW090,2025,65,COAR4,1,0.5
LAW090,2025,66,ATPO,12,6
LAW090,2025,66,SATR12,3,1.5
LAW090,2025,66,KRLA2,4,2
LAW090,2025,67,ATTO,7,3.5
LAW090,2025,67,SATR12,2,1
LAW090,2025,67,ATCA2,17,8.5
LAW090,2025,68,SATR12,3,1.5
LAW090,2025,68,ATPO,4,2
LAW090,2025,68,ATCA2,13,6.5
LAW090,2025,69,SATR12,3,1.5
LAW090,2025,69,ATTO,4,2
LAW090,2025,69,SAVE4,1,0.5
LAW090,2025,69,ATPO,5,2.5
LAW090,2025,70,ERNA10,11,5.5
LAW090,2025,70,ATCA2,6,3
LAW090,2025,71,ATPO,8,4
LAW090,2025,71,KRLA2,1,0.5
LAW090,2025,71,ERNA10,1,0.5
LAW090,2025,71,ATCA2,1,0.5
LAW090,2025,72,ATPO,16,8
LAW090,2025,72,KRLA2,1,0.5
LAW090,2025,72,SATR12,7,3.5
LAW090,2025,72,ATCA2,4,2
LAW090,2025,73,ATPO,15,7.5
LAW090,2025,73,KRLA2,3,1.5
LAW090,2025,73,SATR12,5,2.5
LAW090,2025,73,ERNA10,6,3
LAW090,2025,73,ATCA2,20,10
LAW090,2025,74,ATPO,27,13.5
LAW090,2025,74,ATCA2,8,4
LAW090,2025,75,ATPO,34,17
LAW090,2025,76,ATPO,20,10
LAW090,2025,76,ATCA2,2,1
LAW090,2025,76,ERNA10,7,3.5
LAW090,2025,77,ATPO,22,11
LAW090,2025,77,ATCA2,7,3.5
LAW090,2025,78,ATPO,22,11
LAW090,2025,78,ATCA2,9,4.5
LAW090,2025,78,ERNA10,1,0.5
LAW090,2025,78,SATR12,3,1.5
LAW090,2025,79,ATPO,11,5.5
LAW090,2025,79,SATR12,5,2.5
LAW090,2025,79,ATTO,2,1
LAW090,2025,79,KRLA2,1,0.5
LAW090,2025,80,ATPO,33,16.5
LAW090,2025,80,ATCA2,1,0.5
LAW090,2025,80,SATR12,2,1
LAW090,2025,80,ATTO,2,1
LAW090,2025,1,ATCA2,26,13
LAW090,2025,1,SATR12,2,1
LAW090,2025,1,ERNA10,2,1
LAW090,2025,2,ATCA2,5,2.5
LAW090,2025,2,SATR12,3,1.5
LAW090,2025,2,ATPO,7,3.5
LAW090,2025,3,ATCA2,8,4
LAW090,2025,3,ATTO,8,4
LAW090,2025,3,SATR12,2,1
LAW090,2025,4,ATCA2,6,3
LAW090,2025,4,ATPO,29,14.5
LAW090,2025,5,ATCA2,13,6.5
LAW090,2025,5,ATPO,22,11
LAW090,2025,5,SATR12,1,0.5
LAW090,2025,5,ATTO,1,0.5
LAW090,2025,6,ATCA2,33,16.5
LAW090,2025,6,SATR12,6,3
LAW090,2025,7,ATCA2,7,3.5
LAW090,2025,7,ATPO,11,5.5
LAW090,2025,7,SATR12,2,1
LAW090,2025,7,KRLA2,1,0.5
LAW090,2025,8,ATTO,8,4
LAW090,2025,8,ERNA10,1,0.5
LAW090,2025,8,ATCA2,3,1.5
LAW090,2025,8,ATPO,5,2.5
LAW090,2025,9,ATPO,58,29
LAW090,2025,10,SATR12,2,1
LAW090,2025,10,ATPO,16,8
LAW090,2025,10,ATCA2,3,1.5
LAW090,2025,10,ATTO,1,0.5
LAW090,2025,999,AMDU2,1,0.5
LAW090,2025,999,ACSP12,1,0.5
LAW090,2025,999,GRSP,1,0.5
LAW090,2025,999,PSPO,1,0.5
LAW090,2025,999,LEFR2,1,0.5
LAW090,2025,999,PSARM,1,0.5
LAW090,2025,999,ERIN,1,0.5
LAW094,2025,40,ATPO,6,3
LAW094,2025,40,SATR12,9,4.5
LAW094,2025,40,ATCA2,11,5.5
LAW094,2025,40,KRLA2,1,0.5
LAW094,2025,40,SPAI,1,0.5
LAW094,2025,40,LEFR2,1,0.5
LAW094,2025,42,ATPO,14,7
LAW094,2025,42,SATR12,3,1.5
LAW094,2025,42,ATCA2,7,3.5
LAW094,2025,42,ERNA10,2,1
LAW094,2025,43,ATPO,10,5
LAW094,2025,43,SATR12,4,2
LAW094,2025,43,ATCA2,9,4.5
LAW094,2025,44,ATPO,36,18
LAW094,2025,44,SATR12,6,3
LAW094,2025,45,ATPO,16,8
LAW094,2025,45,SATR12,2,1
LAW094,2025,45,ATCA2,5,2.5
LAW094,2025,46,ATPO,7,3.5
LAW094,2025,46,SATR12,3,1.5
LAW094,2025,46,KRLA2,2,1
LAW094,2025,46,SPAI,1,0.5
LAW094,2025,46,ENAC,5,2.5
LAW094,2025,47,SATR12,3,1.5
LAW094,2025,47,ATCA2,12,6
LAW094,2025,48,SATR12,7,3.5
LAW094,2025,48,ATPO,1,0.5
LAW094,2025,48,ATCA2,10,5
LAW094,2025,48,ATTO,1,0.5
LAW094,2025,48,ERNA10,1,0.5
LAW094,2025,48,AMDU2,1,0.5
LAW094,2025,49,SATR12,2,1
LAW094,2025,49,ATPO,24,12
LAW094,2025,49,ATCA2,3,1.5
LAW094,2025,49,ERNA10,1,0.5
LAW094,2025,50,SATR12,3,1.5
LAW094,2025,50,ATPO,28,14
LAW094,2025,51,SATR12,5,2.5
LAW094,2025,51,ATPO,3,1.5
LAW094,2025,51,ATCA2,8,4
LAW094,2025,51,ATTO,2,1
LAW094,2025,52,SATR12,12,6
LAW094,2025,52,ATPO,5,2.5
LAW094,2025,53,SATR12,9,4.5
LAW094,2025,53,ATPO,13,6.5
LAW094,2025,53,ERNA10,1,0.5
LAW094,2025,54,SATR12,2,1
LAW094,2025,54,ATPO,2,1
LAW094,2025,54,ATCA2,11,5.5
LAW094,2025,54,KRLA2,2,1
LAW094,2025,54,SPAI,3,1.5
LAW094,2025,55,SATR12,1,0.5
LAW094,2025,55,ATCA2,10,5
LAW094,2025,55,ERNA10,2,1
LAW094,2025,55,KRLA2,4,2
LAW094,2025,55,SPAI,1,0.5
LAW094,2025,56,SATR12,6,3
LAW094,2025,56,ATCA2,8,4
LAW094,2025,56,ERNA10,2,1
LAW094,2025,56,SPAI,1,0.5
LAW094,2025,57,ATPO,3,1.5
LAW094,2025,57,SATR12,15,7.5
LAW094,2025,57,ATCA2,1,0.5
LAW094,2025,57,ERNA10,2,1
LAW094,2025,57,SPAI,1,0.5
LAW094,2025,58,ATPO,2,1
LAW094,2025,58,ATTO,19,9.5
LAW094,2025,58,SATR12,7,3.5
LAW094,2025,58,ATCA2,2,1
LAW094,2025,59,SATR12,8,4
LAW094,2025,59,ATCA2,14,7
LAW094,2025,59,ERNA10,3,1.5
LAW094,2025,59,KRLA2,1,0.5
LAW094,2025,60,ATPO,7,3.5
LAW094,2025,60,SATR12,7,3.5
LAW094,2025,60,ATCA2,3,1.5
LAW094,2025,60,SPAI,2,1
LAW094,2025,999,AMDU2,1,0.5
LAW094,2025,999,SAVE4,1,0.5
LAW094,2025,999,GRSP,1,0.5
LAW094,2025,999,LEFR2,1,0.5
LAW094,2025,999,KRLA2,1,0.5
LAW094,2025,999,ATTO,1,0.5
LAW094,2025,999,ERNA10,1,0.5
LAW094,2025,999,ACSP12,1,0.5
LAW094,2025,999,ATCO,1,0.5
LAW094,2025,999,ATCA2,1,0.5
LAW094,2025,999,ATPO,1,0.5
LAW095,2025,21,ATCA2,2,1
LAW095,2025,21,ATTO,29,14.5
LAW095,2025,21,ERNA10,2,1
LAW095,2025,21,BAHY,1,0.5
LAW095,2025,22,ATCA2,8,4
LAW095,2025,22,ATTO,3,1.5
LAW095,2025,22,ATPO,16,8
LAW095,2025,22,ERNA10,1,0.5
LAW095,2025,23,ATTO,6,3
LAW095,2025,23,ERNA10,7,3.5
LAW095,2025,23,BAHY,3,1.5
LAW095,2025,24,ATCA2,8,4
LAW095,2025,24,ATTO,11,5.5
LAW095,2025,24,ATPO,15,7.5
LAW095,2025,24,ERNA10,1,0.5
LAW095,2025,24,BAHY,1,0.5
LAW095,2025,25,ATCA2,5,2.5
LAW095,2025,25,ATTO,2,1
LAW095,2025,25,ATPO,7,3.5
LAW095,2025,26,ATCA2,1,0.5
LAW095,2025,26,ATTO,3,1.5
LAW095,2025,26,ERNA10,2,1
LAW095,2025,26,BAHY,2,1
LAW095,2025,27,ATCA2,1,0.5
LAW095,2025,27,ERNA10,4,2
LAW095,2025,27,BAHY,3,1.5
LAW095,2025,27,SPAI,2,1
LAW095,2025,28,ATPO,23,11.5
LAW095,2025,28,ATCA2,3,1.5
LAW095,2025,29,ATPO,4,2
LAW095,2025,29,BAHY,4,2
LAW095,2025,29,ATCA2,2,1
LAW095,2025,29,ERNA10,1,0.5
LAW095,2025,29,ATTO,2,1
LAW095,2025,30,ATPO,21,10.5
LAW095,2025,30,ATCA2,8,4
LAW095,2025,30,ERNA10,1,0.5
LAW095,2025,30,AMDU2,1,0.5
LAW095,2025,31,BAHY,8,4
LAW095,2025,31,ATCA2,4,2
LAW095,2025,31,SATR12,1,0.5
LAW095,2025,32,ATPO,9,4.5
LAW095,2025,32,BAHY,8,4
LAW095,2025,32,ATCA2,4,2
LAW095,2025,32,SATR12,1,0.5
LAW095,2025,33,ATPO,4,2
LAW095,2025,33,BAHY,1,0.5
LAW095,2025,33,ATCA2,5,2.5
LAW095,2025,33,ERNA10,2,1
LAW095,2025,33,ATTO,2,1
LAW095,2025,34,ATPO,6,3
LAW095,2025,34,BAHY,3,1.5
LAW095,2025,34,ATCA2,3,1.5
LAW095,2025,35,ATCA2,9,4.5
LAW095,2025,35,BAHY,5,2.5
LAW095,2025,36,SATR12,1,0.5
LAW095,2025,36,ATCA2,8,4
LAW095,2025,36,BAHY,1,0.5
LAW095,2025,37,ATCA2,2,1
LAW095,2025,37,BAHY,9,4.5
LAW095,2025,37,ATTO,3,1.5
LAW095,2025,38,SATR12,1,0.5
LAW095,2025,38,ATCA2,6,3
LAW095,2025,38,BAHY,12,6
LAW095,2025,38,ATPO,4,2
LAW095,2025,39,SATR12,1,0.5
LAW095,2025,39,ATCA2,6,3
LAW095,2025,39,BAHY,5,2.5
LAW095,2025,39,ATPO,9,4.5
LAW095,2025,40,ATCA2,6,3
LAW095,2025,40,BAHY,4,2
LAW095,2025,40,ATPO,4,2
LAW095,2025,40,ATTO,1,0.5
LAW095,2025,999,ERNA10,1,0.5
LAW095,2025,999,ATPO,1,0.5
LAW095,2025,999,ATCA2,1,0.5
LAW095,2025,999,LEFR2,1,0.5
LAW095,2025,999,KRLA2,1,0.5
LAW095,2025,999,ATTO,1,0.5
LAW095,2025,999,STPA4,1,0.5
LAW095,2025,999,ACSP12,1,0.5
LAW095,2025,999,AMDU2,1,0.5
LAW095,2025,999,GRSP,1,0.5
LAW095,2025,999,PSPO,1,0.5
LAW095,2025,999,SAVE4,1,0.5
