parcel,year,transect,species,hits,Lifeform,Lifecycle
LAW029,2023,2,SUMO,2,Shrub,Perennial
LAW029,2023,20,ATTO,4,Shrub,Perennial
LAW029,2023,20,DISP,17,Grass,Perennial
LAW029,2023,20,ERNA10,2,Shrub,Perennial
LAW029,2023,21,ATTO,8,Shrub,Perennial
LAW029,2023,21,SATR12,17,Herb,Annual
LAW029,2023,22,ATCO,21,Shrub,Perennial
LAW029,2023,22,SAVE4,1,Shrub,Perennial
LAW029,2023,23,ATTO,8,Shrub,Perennial
LAW029,2023,23,ERNA10,12,Shrub,Perennial
LAW029,2023,23,SAVE4,7,Shrub,Perennial
LAW029,2023,23,SUMO,1,Shrub,Perennial
LAW029,2023,24,ATCA2,1,Shrub,Perennial
LAW029,2023,24,ATCO,3,Shrub,Perennial
LAW029,2023,24,ERNA10,5,Shrub,Perennial
LAW029,2023,24,SATR12,2,Herb,Annual
LAW029,2023,24,SAVE4,5,Shrub,Perennial
LAW029,2023,25,ATCO,5,Shrub,Perennial
LAW029,2023,25,SAVE4,2,Shrub,Perennial
LAW029,2023,26,ERNA10,46,Shrub,Perennial
LAW029,2023,27,ATTO,1,Shrub,Perennial
LAW029,2023,27,SATR12,23,Herb,Annual
LAW029,2023,28,ATCO,1,Shrub,Perennial
LAW029,2023,28,ATTO,4,Shrub,Perennial
LAW029,2023,28,SATR12,6,Herb,Annual
LAW029,2023,28,SAVE4,15,Shrub,Perennial
LAW029,2023,28,SUMO,1,Shrub,Perennial
LAW029,2023,29,ATTO,11,Shrub,Perennial
LAW029,2023,29,ERNA10,5,Shrub,Perennial
LAW029,2023,29,SAVE4,16,Shrub,Perennial
LAW029,2023,3,ATTO,8,Shrub,Perennial
LAW029,2023,3,SATR12,6,Herb,Annual
LAW029,2023,30,ATCO,1,Shrub,Perennial
LAW029,2023,30,ATTO,20,Shrub,Perennial
LAW029,2023,30,ERNA10,6,Shrub,Perennial
LAW029,2023,30,SAVE4,2,Shrub,Perennial
LAW029,2023,30,SUMO,1,Shrub,Perennial
LAW029,2023,31,ATCO,4,Shrub,Perennial
LAW029,2023,31,SATR12,10,Herb,Annual
LAW029,2023,31,SAVE4,14,Shrub,Perennial
LAW029,2023,32,ATCO,11,Shrub,Perennial
LAW029,2023,32,SAVE4,6,Shrub,Perennial
LAW029,2023,33,ALOC2,2,Shrub,Perennial
LAW029,2023,33,ATTO,5,Shrub,Perennial
LAW029,2023,33,DISP,11,Grass,Perennial
LAW029,2023,33,ERNA10,1,Shrub,Perennial
LAW029,2023,34,ATTO,15,Shrub,Perennial
LAW029,2023,34,ERNA10,9,Shrub,Perennial
LAW029,2023,35,ATTO,7,Shrub,Perennial
LAW029,2023,35,ERNA10,1,Shrub,Perennial
LAW029,2023,35,SATR12,31,Herb,Annual
LAW029,2023,36,ATCO,12,Shrub,Perennial
LAW029,2023,36,ERNA10,1,Shrub,Perennial
LAW029,2023,36,SAVE4,4,Shrub,Perennial
LAW029,2023,37,ATTO,1,Shrub,Perennial
LAW029,2023,37,BAHY,17,Herb,Annual
LAW029,2023,37,DISP,3,Grass,Perennial
LAW029,2023,37,ERNA10,23,Shrub,Perennial
LAW029,2023,37,IVAX,4,Herb,Perennial
LAW029,2023,37,LELA2,4,Herb,Perennial
LAW029,2023,37,LETR5,1,Grass,Perennial
LAW029,2023,37,SATR12,11,Herb,Annual
LAW029,2023,38,ATTO,8,Shrub,Perennial
LAW029,2023,38,SAVE4,13,Shrub,Perennial
LAW029,2023,39,ATTO,10,Shrub,Perennial
LAW029,2023,39,BAHY,1,Herb,Annual
LAW029,2023,39,SAVE4,4,Shrub,Perennial
LAW029,2023,4,ATTO,3,Shrub,Perennial
LAW029,2023,4,DISP,17,Grass,Perennial
LAW029,2023,4,ERNA10,1,Shrub,Perennial
LAW029,2023,40,ATCO,8,Shrub,Perennial
LAW029,2023,40,SAVE4,5,Shrub,Perennial
LAW029,2023,5,ATCO,6,Shrub,Perennial
LAW029,2023,5,ATTO,3,Shrub,Perennial
LAW029,2023,5,SAVE4,13,Shrub,Perennial
LAW029,2023,6,ATCO,5,Shrub,Perennial
LAW029,2023,6,SATR12,20,Herb,Annual
LAW029,2023,6,SAVE4,6,Shrub,Perennial
LAW029,2023,7,ATTO,19,Shrub,Perennial
LAW029,2023,7,ERNA10,2,Shrub,Perennial
LAW029,2023,7,SAVE4,10,Shrub,Perennial
LAW029,2023,8,ATTO,6,Shrub,Perennial
LAW029,2023,8,SATR12,10,Herb,Annual
LAW029,2023,9,ATTO,12,Shrub,Perennial
LAW029,2023,9,ERNA10,5,Shrub,Perennial
LAW029,2023,9,SATR12,4,Herb,Annual
LAW029,2023,9,SAVE4,10,Shrub,Perennial
LAW029,2025,10a,ALOC2,0,Shrub,Perennial
LAW029,2025,10a,ATCO,0,Shrub,Perennial
LAW029,2025,10a,ATTO,17,Shrub,Perennial
LAW029,2025,10a,DISP,10,Grass,Perennial
LAW029,2025,10a,ERNA10,4,Shrub,Perennial
LAW029,2025,10a,SAVE4,0,Shrub,Perennial
LAW029,2025,10a,SPAI,0,Grass,Perennial
LAW029,2025,10a,SUNI,0,Shrub,Perennial
LAW029,2025,11e,ALOC2,0,Shrub,Perennial
LAW029,2025,11e,ATCO,0,Shrub,Perennial
LAW029,2025,11e,ATTO,5,Shrub,Perennial
LAW029,2025,11e,DISP,10,Grass,Perennial
LAW029,2025,11e,ERNA10,5,Shrub,Perennial
LAW029,2025,11e,SAVE4,0,Shrub,Perennial
LAW029,2025,11e,SPAI,0,Grass,Perennial
LAW029,2025,11e,SUNI,0,Shrub,Perennial
LAW029,2025,12b,ALOC2,0,Shrub,Perennial
LAW029,2025,12b,ATCO,0,Shrub,Perennial
LAW029,2025,12b,ATTO,4,Shrub,Perennial
LAW029,2025,12b,DISP,0,Grass,Perennial
LAW029,2025,12b,ERNA10,14,Shrub,Perennial
LAW029,2025,12b,SAVE4,0,Shrub,Perennial
LAW029,2025,12b,SPAI,0,Grass,Perennial
LAW029,2025,12b,SUNI,0,Shrub,Perennial
LAW029,2025,13a,ALOC2,0,Shrub,Perennial
LAW029,2025,13a,ATCO,0,Shrub,Perennial
LAW029,2025,13a,ATTO,6,Shrub,Perennial
LAW029,2025,13a,DISP,0,Grass,Perennial
LAW029,2025,13a,ERNA10,13,Shrub,Perennial
LAW029,2025,13a,SAVE4,0,Shrub,Perennial
LAW029,2025,13a,SPAI,0,Grass,Perennial
LAW029,2025,13a,SUNI,0,Shrub,Perennial
LAW029,2025,14a,ALOC2,12,Shrub,Perennial
LAW029,2025,14a,ATCO,0,Shrub,Perennial
LAW029,2025,14a,ATTO,3,Shrub,Perennial
LAW029,2025,14a,DISP,4,Grass,Perennial
LAW029,2025,14a,ERNA10,9,Shrub,Perennial
LAW029,2025,14a,SAVE4,0,Shrub,Perennial
LAW029,2025,14a,SPAI,0,Grass,Perennial
LAW029,2025,14a,SUNI,0,Shrub,Perennial
LAW029,2025,15c,ALOC2,12,Shrub,Perennial
LAW029,2025,15c,ATCO,0,Shrub,Perennial
LAW029,2025,15c,ATTO,0,Shrub,Perennial
LAW029,2025,15c,DISP,4,Grass,Perennial
LAW029,2025,15c,ERNA10,15,Shrub,Perennial
LAW029,2025,15c,SAVE4,0,Shrub,Perennial
LAW029,2025,15c,SPAI,0,Grass,Perennial
LAW029,2025,15c,SUNI,0,Shrub,Perennial
LAW029,2025,1d,ALOC2,0,Shrub,Perennial
LAW029,2025,1d,ATCO,5,Shrub,Perennial
LAW029,2025,1d,ATTO,0,Shrub,Perennial
LAW029,2025,1d,DISP,0,Grass,Perennial
LAW029,2025,1d,ERNA10,0,Shrub,Perennial
LAW029,2025,1d,SAVE4,9,Shrub,Perennial
LAW029,2025,1d,SPAI,0,Grass,Perennial
LAW029,2025,1d,SUNI,0,Shrub,Perennial
LAW029,2025,2d,ALOC2,0,Shrub,Perennial
LAW029,2025,2d,ATCO,5,Shrub,Perennial
LAW029,2025,2d,ATTO,7,Shrub,Perennial
LAW029,2025,2d,DISP,0,Grass,Perennial
LAW029,2025,2d,ERNA10,11,Shrub,Perennial
LAW029,2025,2d,SAVE4,3,Shrub,Perennial
LAW029,2025,2d,SPAI,0,Grass,Perennial
LAW029,2025,2d,SUNI,0,Shrub,Perennial
LAW029,2025,3e,ALOC2,0,Shrub,Perennial
LAW029,2025,3e,ATCO,4,Shrub,Perennial
LAW029,2025,3e,ATTO,11,Shrub,Perennial
LAW029,2025,3e,DISP,0,Grass,Perennial
LAW029,2025,3e,ERNA10,13,Shrub,Perennial
LAW029,2025,3e,SAVE4,0,Shrub,Perennial
LAW029,2025,3e,SPAI,0,Grass,Perennial
LAW029,2025,3e,SUNI,0,Shrub,Perennial
LAW029,2025,4a,ALOC2,0,Shrub,Perennial
LAW029,2025,4a,ATCO,0,Shrub,Perennial
LAW029,2025,4a,ATTO,15,Shrub,Perennial
LAW029,2025,4a,DISP,0,Grass,Perennial
LAW029,2025,4a,ERNA10,2,Shrub,Perennial
LAW029,2025,4a,SAVE4,4,Shrub,Perennial
LAW029,2025,4a,SPAI,0,Grass,Perennial
LAW029,2025,4a,SUNI,0,Shrub,Perennial
LAW029,2025,5e,ALOC2,0,Shrub,Perennial
LAW029,2025,5e,ATCO,0,Shrub,Perennial
LAW029,2025,5e,ATTO,14,Shrub,Perennial
LAW029,2025,5e,DISP,0,Grass,Perennial
LAW029,2025,5e,ERNA10,0,Shrub,Perennial
LAW029,2025,5e,SAVE4,5,Shrub,Perennial
LAW029,2025,5e,SPAI,0,Grass,Perennial
LAW029,2025,5e,SUNI,0,Shrub,Perennial
LAW029,2025,6a,ALOC2,0,Shrub,Perennial
LAW029,2025,6a,ATCO,2,Shrub,Perennial
LAW029,2025,6a,ATTO,3,Shrub,Perennial
LAW029,2025,6a,DISP,0,Grass,Perennial
LAW029,2025,6a,ERNA10,0,Shrub,Perennial
LAW029,2025,6a,SAVE4,15,Shrub,Perennial
LAW029,2025,6a,SPAI,0,Grass,Perennial
LAW029,2025,6a,SUNI,3,Shrub,Perennial
LAW029,2025,7a,ALOC2,0,Shrub,Perennial
LAW029,2025,7a,ATCO,2,Shrub,Perennial
LAW029,2025,7a,ATTO,0,Shrub,Perennial
LAW029,2025,7a,DISP,0,Grass,Perennial
LAW029,2025,7a,ERNA10,0,Shrub,Perennial
LAW029,2025,7a,SAVE4,17,Shrub,Perennial
LAW029,2025,7a,SPAI,0,Grass,Perennial
LAW029,2025,7a,SUNI,3,Shrub,Perennial
LAW029,2025,8d,ALOC2,0,Shrub,Perennial
LAW029,2025,8d,ATCO,0,Shrub,Perennial
LAW029,2025,8d,ATTO,24,Shrub,Perennial
LAW029,2025,8d,DISP,0,Grass,Perennial
LAW029,2025,8d,ERNA10,0,Shrub,Perennial
LAW029,2025,8d,SAVE4,3,Shrub,Perennial
LAW029,2025,8d,SPAI,0,Grass,Perennial
LAW029,2025,8d,SUNI,0,Shrub,Perennial
LAW029,2025,9a,ALOC2,0,Shrub,Perennial
LAW029,2025,9a,ATCO,0,Shrub,Perennial
LAW029,2025,9a,ATTO,37,Shrub,Perennial
LAW029,2025,9a,DISP,0,Grass,Perennial
LAW029,2025,9a,ERNA10,0,Shrub,Perennial
LAW029,2025,9a,SAVE4,0,Shrub,Perennial
LAW029,2025,9a,SPAI,0,Grass,Perennial
LAW029,2025,9a,SUNI,0,Shrub,Perennial
LAW039,2023,1,ATCO,4,Shrub,Perennial
LAW039,2023,1,PSARM,2,Shrub,Perennial
LAW039,2023,1,SAVE4,11,Shrub,Perennial
LAW039,2023,10,PSARM,5,Shrub,Perennial
LAW039,2023,10,SAVE4,6,Shrub,Perennial
LAW039,2023,11,ATCO,14,Shrub,Perennial
LAW039,2023,11,ERIOG,1,Herb_Shrub,Annual/Perennial
LAW039,2023,11,PSPO,1,Shrub,Perennial
LAW039,2023,11,SATR12,8,Herb,Annual
LAW039,2023,12,ATCO,3,Shrub,Perennial
LAW039,2023,12,ERIOG,2,Herb_Shrub,Annual/Perennial
LAW039,2023,12,SATR12,4,Herb,Annual
LAW039,2023,12,SAVE4,5,Shrub,Perennial
LAW039,2023,2,ATCO,1,Shrub,Perennial
LAW039,2023,2,PSARM,4,Shrub,Perennial
LAW039,2023,2,SAVE4,11,Shrub,Perennial
LAW039,2023,3,ATCO,7,Shrub,Perennial
LAW039,2023,3,PSARM,6,Shrub,Perennial
LAW039,2023,3,SATR12,1,Herb,Annual
LAW039,2023,3,SAVE4,7,Shrub,Perennial
LAW039,2023,4,ATCO,1,Shrub,Perennial
LAW039,2023,4,PSARM,4,Shrub,Perennial
LAW039,2023,4,SATR12,5,Herb,Annual
LAW039,2023,4,SAVE4,5,Shrub,Perennial
LAW039,2023,5,ATCO,2,Shrub,Perennial
LAW039,2023,5,PSARM,4,Shrub,Perennial
LAW039,2023,5,SATR12,4,Herb,Annual
LAW039,2023,5,SAVE4,6,Shrub,Perennial
LAW039,2023,6,ATCO,2,Shrub,Perennial
LAW039,2023,6,ERIOG,4,Herb_Shrub,Annual/Perennial
LAW039,2023,6,SATR12,7,Herb,Annual
LAW039,2023,6,SAVE4,8,Shrub,Perennial
LAW039,2023,7,ATCO,3,Shrub,Perennial
LAW039,2023,7,ERIOG,5,Herb_Shrub,Annual/Perennial
LAW039,2023,7,PSARM,2,Shrub,Perennial
LAW039,2023,7,SATR12,8,Herb,Annual
LAW039,2023,8,ATCO,12,Shrub,Perennial
LAW039,2023,8,ERIOG,1,Herb_Shrub,Annual/Perennial
LAW039,2023,8,PSARM,1,Shrub,Perennial
LAW039,2023,8,SATR12,2,Herb,Annual
LAW039,2023,8,SAVE4,9,Shrub,Perennial
LAW039,2023,9,ATCO,11,Shrub,Perennial
LAW039,2023,9,ERIOG,1,Herb_Shrub,Annual/Perennial
LAW039,2023,9,SATR12,1,Herb,Annual
LAW039,2025,1a,ATCA2,0,Shrub,Perennial
LAW039,2025,1a,ATCO,2,Shrub,Perennial
LAW039,2025,1a,ATTO,0,Shrub,Perennial
LAW039,2025,1a,ERNA10,4,Shrub,Perennial
LAW039,2025,1a,LYAN,2,Shrub,Perennial
LAW039,2025,1a,PSARM,3,Shrub,Perennial
LAW039,2025,1a,SATR12,0,Herb,Annual
LAW039,2025,1a,SAVE4,0,Shrub,Perennial
LAW039,2025,2a,ATCA2,0,Shrub,Perennial
LAW039,2025,2a,ATCO,4,Shrub,Perennial
LAW039,2025,2a,ATTO,1,Shrub,Perennial
LAW039,2025,2a,ERNA10,2,Shrub,Perennial
LAW039,2025,2a,LYAN,5,Shrub,Perennial
LAW039,2025,2a,PSARM,3,Shrub,Perennial
LAW039,2025,2a,SATR12,0,Herb,Annual
LAW039,2025,2a,SAVE4,0,Shrub,Perennial
LAW039,2025,3a,ATCA2,0,Shrub,Perennial
LAW039,2025,3a,ATCO,4,Shrub,Perennial
LAW039,2025,3a,ATTO,1,Shrub,Perennial
LAW039,2025,3a,ERNA10,0,Shrub,Perennial
LAW039,2025,3a,LYAN,6,Shrub,Perennial
LAW039,2025,3a,PSARM,4,Shrub,Perennial
LAW039,2025,3a,SATR12,0,Herb,Annual
LAW039,2025,3a,SAVE4,0,Shrub,Perennial
LAW039,2025,4d,ATCA2,0,Shrub,Perennial
LAW039,2025,4d,ATCO,4,Shrub,Perennial
LAW039,2025,4d,ATTO,17,Shrub,Perennial
LAW039,2025,4d,ERNA10,0,Shrub,Perennial
LAW039,2025,4d,LYAN,1,Shrub,Perennial
LAW039,2025,4d,PSARM,4,Shrub,Perennial
LAW039,2025,4d,SATR12,0,Herb,Annual
LAW039,2025,4d,SAVE4,0,Shrub,Perennial
LAW039,2025,5d,ATCA2,0,Shrub,Perennial
LAW039,2025,5d,ATCO,5,Shrub,Perennial
LAW039,2025,5d,ATTO,21,Shrub,Perennial
LAW039,2025,5d,ERNA10,0,Shrub,Perennial
LAW039,2025,5d,LYAN,0,Shrub,Perennial
LAW039,2025,5d,PSARM,0,Shrub,Perennial
LAW039,2025,5d,SATR12,0,Herb,Annual
LAW039,2025,5d,SAVE4,0,Shrub,Perennial
LAW039,2025,6d,ATCA2,0,Shrub,Perennial
LAW039,2025,6d,ATCO,9,Shrub,Perennial
LAW039,2025,6d,ATTO,4,Shrub,Perennial
LAW039,2025,6d,ERNA10,0,Shrub,Perennial
LAW039,2025,6d,LYAN,0,Shrub,Perennial
LAW039,2025,6d,PSARM,0,Shrub,Perennial
LAW039,2025,6d,SATR12,2,Herb,Annual
LAW039,2025,6d,SAVE4,0,Shrub,Perennial
LAW039,2025,7a,ATCA2,0,Shrub,Perennial
LAW039,2025,7a,ATCO,10,Shrub,Perennial
LAW039,2025,7a,ATTO,0,Shrub,Perennial
LAW039,2025,7a,ERNA10,0,Shrub,Perennial
LAW039,2025,7a,LYAN,0,Shrub,Perennial
LAW039,2025,7a,PSARM,2,Shrub,Perennial
LAW039,2025,7a,SATR12,2,Herb,Annual
LAW039,2025,7a,SAVE4,0,Shrub,Perennial
LAW039,2025,8a,ATCA2,0,Shrub,Perennial
LAW039,2025,8a,ATCO,3,Shrub,Perennial
LAW039,2025,8a,ATTO,0,Shrub,Perennial
LAW039,2025,8a,ERNA10,0,Shrub,Perennial
LAW039,2025,8a,LYAN,12,Shrub,Perennial
LAW039,2025,8a,PSARM,2,Shrub,Perennial
LAW039,2025,8a,SATR12,0,Herb,Annual
LAW039,2025,8a,SAVE4,5,Shrub,Perennial
LAW048,2022,15,ARTR2,2,Shrub,Perennial
LAW048,2022,15,ATCO,5,Shrub,Perennial
LAW048,2022,15,ATTO,1,Shrub,Perennial
LAW048,2022,15,ERNA10,3,Shrub,Perennial
LAW048,2022,15,SAVE4,5,Shrub,Perennial
LAW048,2022,23,ATCO,5,Shrub,Perennial
LAW048,2022,23,SAVE4,7,Shrub,Perennial
LAW048,2022,24,ATCO,5,Shrub,Perennial
LAW048,2022,24,SAVE4,24,Shrub,Perennial
LAW048,2022,48,ATCO,2,Shrub,Perennial
LAW048,2022,48,ATTO,8,Shrub,Perennial
LAW048,2022,48,SAVE4,36,Shrub,Perennial
LAW048,2022,51,ERNA10,2,Shrub,Perennial
LAW048,2022,51,SAVE4,30,Shrub,Perennial
LAW048,2022,61,ATCA2,3,Shrub,Perennial
LAW048,2022,61,SAVE4,30,Shrub,Perennial
LAW048,2022,64,ATCO,1,Shrub,Perennial
LAW048,2022,64,ATTO,8,Shrub,Perennial
LAW048,2022,64,SAVE4,27,Shrub,Perennial
LAW048,2025,1,ATCO,3,Shrub,Perennial
LAW048,2025,1,ATTO,2,Shrub,Perennial
LAW048,2025,1,SAVE4,4,Shrub,Perennial
LAW048,2025,1,SUMO,1,Shrub,Perennial
LAW048,2025,2,ATCO,9,Shrub,Perennial
LAW048,2025,2,SAVE4,4,Shrub,Perennial
LAW048,2025,2,SUMO,1,Shrub,Perennial
LAW048,2025,3,ATCO,2,Shrub,Perennial
LAW048,2025,3,ERNA10,2,Shrub,Perennial
LAW048,2025,3,SAVE4,4,Shrub,Perennial
LAW048,2025,3,TEGL,2,Shrub,Perennial
LAW048,2025,4,ATCO,8,Shrub,Perennial
LAW048,2025,4,ATTO,3,Shrub,Perennial
LAW048,2025,4,ERNA10,8,Shrub,Perennial
LAW048,2025,4,SAVE4,10,Shrub,Perennial
LAW048,2025,5,ATCO,3,Shrub,Perennial
LAW048,2025,5,ERNA10,8,Shrub,Perennial
LAW048,2025,5,SAVE4,12,Shrub,Perennial
LAW048,2025,6,ATCO,3,Shrub,Perennial
LAW048,2025,6,SAVE4,17,Shrub,Perennial
LAW048,2025,7,ATCO,3,Shrub,Perennial
LAW048,2025,7,SAVE4,12,Shrub,Perennial
LAW048,2025,7,TEGL,7,Shrub,Perennial
LAW048,2025,8,ATCO,4,Shrub,Perennial
LAW048,2025,8,SAVE4,14,Shrub,Perennial
LAW049,2022,1,PSARM,2,Shrub,Perennial
LAW049,2022,1,SATR12,8,Herb,Annual
LAW049,2022,10,ATCO,1,Shrub,Perennial
LAW049,2022,10,PSARM,5,Shrub,Perennial
LAW049,2022,13,ATCO,5,Shrub,Perennial
LAW049,2022,13,SATR12,3,Herb,Annual
LAW049,2022,16,ATCO,1,Shrub,Perennial
LAW049,2022,16,PSARM,2,Shrub,Perennial
LAW049,2022,17,ATCO,8,Shrub,Perennial
LAW049,2022,17,SATR12,4,Herb,Annual
LAW049,2022,17,SAVE4,14,Shrub,Perennial
LAW049,2022,2,ATCO,2,Shrub,Perennial
LAW049,2022,2,ERIOG,1,Herb_Shrub,Annual/Perennial
LAW049,2022,2,PSARM,2,Shrub,Perennial
LAW049,2022,21,ATCO,4,Shrub,Perennial
LAW049,2022,21,SATR12,6,Herb,Annual
LAW049,2022,22,ATCO,4,Shrub,Perennial
LAW049,2022,22,SATR12,7,Herb,Annual
LAW049,2022,26,SATR12,12,Herb,Annual
LAW049,2022,27,ATCO,10,Shrub,Perennial
LAW049,2022,27,SAVE4,14,Shrub,Perennial
LAW049,2022,28,ATCO,4,Shrub,Perennial
LAW049,2022,28,SATR12,3,Herb,Annual
LAW049,2022,29,ATCO,4,Shrub,Perennial
LAW049,2022,29,ERIOG,1,Herb_Shrub,Annual/Perennial
LAW049,2022,29,PSARM,3,Shrub,Perennial
LAW049,2022,29,SATR12,1,Herb,Annual
LAW049,2022,3,ATCO,5,Shrub,Perennial
LAW049,2022,3,SAVE4,9,Shrub,Perennial
LAW049,2022,30,ATCO,3,Shrub,Perennial
LAW049,2022,30,PSARM,2,Shrub,Perennial
LAW049,2022,30,SATR12,1,Herb,Annual
LAW049,2022,31,ATCO,5,Shrub,Perennial
LAW049,2022,31,SATR12,1,Herb,Annual
LAW049,2022,33,ATCO,1,Shrub,Perennial
LAW049,2022,33,SATR12,7,Herb,Annual
LAW049,2022,34,ATCO,4,Shrub,Perennial
LAW049,2022,34,ERNA10,2,Shrub,Perennial
LAW049,2022,34,SAVE4,24,Shrub,Perennial
LAW049,2022,35,ATCO,9,Shrub,Perennial
LAW049,2022,35,SATR12,3,Herb,Annual
LAW049,2022,36,ATCO,4,Shrub,Perennial
LAW049,2022,36,SATR12,11,Herb,Annual
LAW049,2022,37,SATR12,25,Herb,Annual
LAW049,2022,39,SAVE4,47,Shrub,Perennial
LAW049,2022,4,ATCO,4,Shrub,Perennial
LAW049,2022,4,KRLA2,2,Shrub,Perennial
LAW049,2022,4,PSARM,4,Shrub,Perennial
LAW049,2022,47,SATR12,12,Herb,Annual
LAW049,2022,49,ATCA2,1,Shrub,Perennial
LAW049,2022,49,ATCO,2,Shrub,Perennial
LAW049,2022,49,ATTO,4,Shrub,Perennial
LAW049,2022,49,SAVE4,22,Shrub,Perennial
LAW049,2022,53,SAVE4,65,Shrub,Perennial
LAW049,2022,55,ATCO,4,Shrub,Perennial
LAW049,2022,55,SAVE4,32,Shrub,Perennial
LAW049,2022,56,ATCO,1,Shrub,Perennial
LAW049,2022,56,SAVE4,47,Shrub,Perennial
LAW049,2022,63,ATCO,4,Shrub,Perennial
LAW049,2022,63,SATR12,3,Herb,Annual
LAW049,2022,63,SAVE4,11,Shrub,Perennial
LAW049,2022,66,ATCO,3,Shrub,Perennial
LAW049,2022,66,SATR12,7,Herb,Annual
LAW049,2022,67,ATCA2,1,Shrub,Perennial
LAW049,2022,67,ATCO,5,Shrub,Perennial
LAW049,2022,67,SATR12,5,Herb,Annual
LAW049,2022,67,SAVE4,4,Shrub,Perennial
LAW049,2022,7,ATCO,3,Shrub,Perennial
LAW049,2022,7,PSARM,5,Shrub,Perennial
LAW049,2022,7,SATR12,2,Herb,Annual
LAW049,2022,8,ATCO,2,Shrub,Perennial
LAW049,2022,8,SATR12,4,Herb,Annual
LAW049,2022,9,ATCO,4,Shrub,Perennial
LAW049,2022,9,SATR12,2,Herb,Annual
LAW049,2022,9,SAVE4,3,Shrub,Perennial
LAW049,2025,1,PSARM,10,Shrub,Perennial
LAW049,2025,1,XYTO2,3,Shrub,Perennial
LAW049,2025,10,ATCO,7,Shrub,Perennial
LAW049,2025,10,KRLA2,2,Shrub,Perennial
LAW049,2025,2,ATCO,4,Shrub,Perennial
LAW049,2025,2,SATR12,1,Herb,Annual
LAW049,2025,3,ATCO,4,Shrub,Perennial
LAW049,2025,3,SATR12,6,Herb,Annual
LAW049,2025,4,ATCO,1,Shrub,Perennial
LAW049,2025,4,PSARM,11,Shrub,Perennial
LAW049,2025,4,SATR12,1,Herb,Annual
LAW049,2025,5,ATCO,2,Shrub,Perennial
LAW049,2025,5,PSARM,11,Shrub,Perennial
LAW049,2025,5,XYTO2,1,Shrub,Perennial
LAW049,2025,6,KRLA2,1,Shrub,Perennial
LAW049,2025,6,SATR12,12,Herb,Annual
LAW049,2025,7,PSARM,2,Shrub,Perennial
LAW049,2025,7,SATR12,1,Herb,Annual
LAW049,2025,8,NO_COVER,1,NA,NA
LAW049,2025,9,ATCO,5,Shrub,Perennial
LAW049,2025,9,LYAN,1,Shrub,Perennial
LAW049,2025,9,PSARM,7,Shrub,Perennial
LAW069,2023,1,AMAC2,7,Herb,Annual
LAW069,2023,1,ATCA2,6,Shrub,Perennial
LAW069,2023,1,BAHY,8,Herb,Annual
LAW069,2023,1,CAREX,1,Grass,Perennial
LAW069,2023,1,DISP,2,Grass,Perennial
LAW069,2023,1,ERNA10,7,Shrub,Perennial
LAW069,2023,1,HECU3,4,Herb,Perennial
LAW069,2023,1,JUARL,2,Grass,Perennial
LAW069,2023,1,SATR12,7,Herb,Annual
LAW069,2023,10,AMAC2,13,Herb,Annual
LAW069,2023,10,SATR12,13,Herb,Annual
LAW069,2023,11,AMAC2,1,Herb,Annual
LAW069,2023,11,ATCA2,6,Shrub,Perennial
LAW069,2023,11,ERNA10,7,Shrub,Perennial
LAW069,2023,11,PSPO,2,Shrub,Perennial
LAW069,2023,11,STEPH,5,Herb_Shrub,Perennial
LAW069,2023,12,AMAC2,10,Herb,Annual
LAW069,2023,12,ATCA2,3,Shrub,Perennial
LAW069,2023,12,BAHY,9,Herb,Annual
LAW069,2023,12,CAREX,1,Grass,Perennial
LAW069,2023,12,CHIN2,1,Herb,Annual
LAW069,2023,12,ERNA10,11,Shrub,Perennial
LAW069,2023,12,SATR12,2,Herb,Annual
LAW069,2023,2,AMAC2,4,Herb,Annual
LAW069,2023,2,ATPH,4,Herb,Annual
LAW069,2023,2,BAHY,14,Herb,Annual
LAW069,2023,2,DISP,1,Grass,Perennial
LAW069,2023,2,ERNA10,20,Shrub,Perennial
LAW069,2023,2,HECU3,1,Herb,Perennial
LAW069,2023,2,SAVE4,7,Shrub,Perennial
LAW069,2023,3,ATCA2,4,Shrub,Perennial
LAW069,2023,3,ERNA10,18,Shrub,Perennial
LAW069,2023,3,PSPO,8,Shrub,Perennial
LAW069,2023,4,AMAC2,12,Herb,Annual
LAW069,2023,4,ATPH,1,Herb,Annual
LAW069,2023,4,BAHY,30,Herb,Annual
LAW069,2023,4,CHIN2,1,Herb,Annual
LAW069,2023,4,ERNA10,5,Shrub,Perennial
LAW069,2023,4,SATR12,8,Herb,Annual
LAW069,2023,5,AMAC2,5,Herb,Annual
LAW069,2023,5,ATCA2,2,Shrub,Perennial
LAW069,2023,5,ERNA10,10,Shrub,Perennial
LAW069,2023,5,SATR12,1,Herb,Annual
LAW069,2023,6,AMAC2,15,Herb,Annual
LAW069,2023,6,BAHY,13,Herb,Annual
LAW069,2023,6,DISP,1,Grass,Perennial
LAW069,2023,6,ERNA10,5,Shrub,Perennial
LAW069,2023,6,FORB,2,Herb,Annual
LAW069,2023,6,HECU3,9,Herb,Perennial
LAW069,2023,6,SATR12,3,Herb,Annual
LAW069,2023,6,TARA,2,Shrub,Perennial
LAW069,2023,7,AMAC2,1,Herb,Annual
LAW069,2023,7,ATCA2,8,Shrub,Perennial
LAW069,2023,7,ATPH,2,Herb,Annual
