parcel,transect,species,hits,year,CommonName,Lifecycle,Lifeform,percent_cover
LAW093,3,ATCO,1,2025,Shadscale,Perennial,Shrub,1
LAW093,1,PSARM,9,2025,"indigo bush, Northern Mojave",Perennial,Shrub,9
LAW093,1,KRLA2,11,2025,Winterfat,Perennial,Shrub,11
LAW093,1,SATR12,1,2025,"Tumbleweed /thistle, Russian",Annual,Herb,1
LAW093,1,TEAX,1,2025,"cotton-thorn, straight-spined",Perennial,Shrub,1
LAW093,1,ATCO,1,2025,Shadscale,Perennial,Shrub,1
LAW093,4,PSARM,9,2025,"indigo bush, Northern Mojave",Perennial,Shrub,9
LAW093,4,KRLA2,8,2025,Winterfat,Perennial,Shrub,8
LAW093,4,TEAX,3,2025,"cotton-thorn, straight-spined",Perennial,Shrub,3
LAW093,2,ATCA2,1,2025,"saltbush, Fourwing",Perennial,Shrub,1
LAW093,2,PSPO,4,2025,"dalea, Dotted",Perennial,Shrub,4
LAW093,2,PSARM,3,2025,"indigo bush, Northern Mojave",Perennial,Shrub,3
LAW093,2,KRLA2,3,2025,Winterfat,Perennial,Shrub,3
LAW093,2,TEAX,2,2025,"cotton-thorn, straight-spined",Perennial,Shrub,2
LAW117,13,PSARM,1,2025,"indigo bush, Northern Mojave",Perennial,Shrub,1
LAW117,13,ATCO,10,2025,Shadscale,Perennial,Shrub,10
LAW117,13,KRLA2,1,2025,Winterfat,Perennial,Shrub,1
LAW117,27,PSARM,6,2025,"indigo bush, Northern Mojave",Perennial,Shrub,6
LAW117,27,ATCO,2,2025,Shadscale,Perennial,Shrub,2
LAW117,28,PSARM,4,2025,"indigo bush, Northern Mojave",Perennial,Shrub,4
LAW117,28,ATCO,5,2025,Shadscale,Perennial,Shrub,5
LAW117,5,PSARM,5,2025,"indigo bush, Northern Mojave",Perennial,Shrub,5
LAW117,5,KRLA2,5,2025,Winterfat,Perennial,Shrub,5
LAW117,5,TEAX,4,2025,"cotton-thorn, straight-spined",Perennial,Shrub,4
LAW117,17,ATCO,5,2025,Shadscale,Perennial,Shrub,5
LAW117,17,SART12,1,2025,NA,NA,NA,1
LAW117,19,ATCO,12,2025,Shadscale,Perennial,Shrub,12
LAW117,19,PSARM,3,2025,"indigo bush, Northern Mojave",Perennial,Shrub,3
LAW117,3,ATCO,4,2025,Shadscale,Perennial,Shrub,4
LAW117,3,KRLA2,3,2025,Winterfat,Perennial,Shrub,3
LAW117,3,PSARM,7,2025,"indigo bush, Northern Mojave",Perennial,Shrub,7
LAW117,7,ATCO,10,2025,Shadscale,Perennial,Shrub,10
LAW117,7,PSARM,3,2025,"indigo bush, Northern Mojave",Perennial,Shrub,3
LAW117,6,ATCO,5,2025,Shadscale,Perennial,Shrub,5
LAW117,6,PSARM,7,2025,"indigo bush, Northern Mojave",Perennial,Shrub,7
LAW117,6,EPHED,1,2025,jointfir/ mormon tea,Perennial,Shrub,1
LAW117,6,TEAX,1,2025,"cotton-thorn, straight-spined",Perennial,Shrub,1
LAW117,25,ATCO,5,2025,Shadscale,Perennial,Shrub,5
LAW117,25,PSARM,1,2025,"indigo bush, Northern Mojave",Perennial,Shrub,1
LAW117,8,ATCO,9,2025,Shadscale,Perennial,Shrub,9
LAW117,8,PSARM,8,2025,"indigo bush, Northern Mojave",Perennial,Shrub,8
LAW117,8,EPHED,2,2025,jointfir/ mormon tea,Perennial,Shrub,2
LAW117,10,SATR12,1,2025,"Tumbleweed /thistle, Russian",Annual,Herb,1
LAW117,10,KRLA2,2,2025,Winterfat,Perennial,Shrub,2
LAW117,10,PSARM,5,2025,"indigo bush, Northern Mojave",Perennial,Shrub,5
LAW117,29,KRLA2,1,2025,Winterfat,Perennial,Shrub,1
LAW117,29,PSARM,5,2025,"indigo bush, Northern Mojave",Perennial,Shrub,5
LAW117,29,TEAX,3,2025,"cotton-thorn, straight-spined",Perennial,Shrub,3
LAW117,20,KRLA2,2,2025,Winterfat,Perennial,Shrub,2
LAW117,20,PSARM,5,2025,"indigo bush, Northern Mojave",Perennial,Shrub,5
LAW117,20,ATCO,4,2025,Shadscale,Perennial,Shrub,4
LAW117,14,KRLA2,7,2025,Winterfat,Perennial,Shrub,7
LAW117,14,PSARM,6,2025,"indigo bush, Northern Mojave",Perennial,Shrub,6
LAW117,14,ATCO,2,2025,Shadscale,Perennial,Shrub,2
LAW117,4,PSARM,13,2025,"indigo bush, Northern Mojave",Perennial,Shrub,13
LAW117,4,ATCO,2,2025,Shadscale,Perennial,Shrub,2
LAW117,2,KRLA2,10,2025,Winterfat,Perennial,Shrub,10
LAW117,2,PSARM,3,2025,"indigo bush, Northern Mojave",Perennial,Shrub,3
LAW117,2,ATCO,1,2025,Shadscale,Perennial,Shrub,1
LAW117,2,PIDE4,1,2025,Budsage,Perennial,Shrub,1
LAW117,1,KRLA2,7,2025,Winterfat,Perennial,Shrub,7
LAW117,1,PSARM,9,2025,"indigo bush, Northern Mojave",Perennial,Shrub,9
LAW117,19,KRLA2,2,2025,Winterfat,Perennial,Shrub,2
LAW117,19,PSARM,5,2025,"indigo bush, Northern Mojave",Perennial,Shrub,5
LAW117,19,ATCO,7,2025,Shadscale,Perennial,Shrub,7
LAW117,22,PSARM,10,2025,"indigo bush, Northern Mojave",Perennial,Shrub,10
LAW117,22,ATCO,3,2025,Shadscale,Perennial,Shrub,3
LAW117,9,KRLA2,8,2025,Winterfat,Perennial,Shrub,8
LAW117,9,PSARM,5,2025,"indigo bush, Northern Mojave",Perennial,Shrub,5
LAW117,11,ATPO,31,2025,"saltbush, Allscale",Perennial,Shrub,31
LAW117,12,KRLA2,3,2025,Winterfat,Perennial,Shrub,3
LAW117,12,PSARM,4,2025,"indigo bush, Northern Mojave",Perennial,Shrub,4
LAW117,12,ATCO,5,2025,Shadscale,Perennial,Shrub,5
LAW117,26,PSARM,11,2025,"indigo bush, Northern Mojave",Perennial,Shrub,11
LAW117,26,ATCO,3,2025,Shadscale,Perennial,Shrub,3
LAW117,26,EPHED,1,2025,jointfir/ mormon tea,Perennial,Shrub,1
LAW117,23,PSARM,7,2025,"indigo bush, Northern Mojave",Perennial,Shrub,7
LAW117,23,ATCO,4,2025,Shadscale,Perennial,Shrub,4
LAW117,23,ERIN4,1,2025,"trumpet, Desert",Annual/Perennial,Herb,1
LAW117,21,KRLA2,3,2025,Winterfat,Perennial,Shrub,3
LAW117,21,PSARM,9,2025,"indigo bush, Northern Mojave",Perennial,Shrub,9
LAW117,21,ATCO,2,2025,Shadscale,Perennial,Shrub,2
LAW117,21,TEAX,1,2025,"cotton-thorn, straight-spined",Perennial,Shrub,1
LAW117,21,XYTO2,1,2025,"aster, Mojave",Perennial,Shrub,1
LAW117,30,PSARM,11,2025,"indigo bush, Northern Mojave",Perennial,Shrub,11
LAW117,30,ERIN4,1,2025,"trumpet, Desert",Annual/Perennial,Herb,1
LAW117,30,ATCO,5,2025,Shadscale,Perennial,Shrub,5
LAW117,15,PSARM,8,2025,"indigo bush, Northern Mojave",Perennial,Shrub,8
LAW117,15,ATCO,5,2025,Shadscale,Perennial,Shrub,5
LAW117,15,TEAX,2,2025,"cotton-thorn, straight-spined",Perennial,Shrub,2
LAW117,24,PSARM,10,2025,"indigo bush, Northern Mojave",Perennial,Shrub,10
LAW117,24,ATCO,8,2025,Shadscale,Perennial,Shrub,8
LAW117,18,PSARM,13,2025,"indigo bush, Northern Mojave",Perennial,Shrub,13
LAW117,18,TEAX,2,2025,"cotton-thorn, straight-spined",Perennial,Shrub,2
LAW117,16,PSARM,12,2025,"indigo bush, Northern Mojave",Perennial,Shrub,12
LAW117,16,ATCO,1,2025,Shadscale,Perennial,Shrub,1
LAW117,16,KRLA2,3,2025,Winterfat,Perennial,Shrub,3
LAW130,2,PSARM,2,2025,"indigo bush, Northern Mojave",Perennial,Shrub,2
LAW130,2,ATPO,7,2025,"saltbush, Allscale",Perennial,Shrub,7
LAW130,2,SATR12,1,2025,"Tumbleweed /thistle, Russian",Annual,Herb,1
LAW130,7,ATPO,7,2025,"saltbush, Allscale",Perennial,Shrub,7
LAW130,1,ATPO,11,2025,"saltbush, Allscale",Perennial,Shrub,11
LAW130,6,PSARM,5,2025,"indigo bush, Northern Mojave",Perennial,Shrub,5
LAW130,6,ATPO,14,2025,"saltbush, Allscale",Perennial,Shrub,14
LAW130,5,ATPO,14,2025,"saltbush, Allscale",Perennial,Shrub,14
LAW130,10,ATPO,15,2025,"saltbush, Allscale",Perennial,Shrub,15
LAW130,10,LYAN,2,2025,"tomato, Desert /wolfberry, Anderson's",Perennial,Shrub,2
LAW130,4,ATPO,20,2025,"saltbush, Allscale",Perennial,Shrub,20
LAW130,8,ATPO,16,2025,"saltbush, Allscale",Perennial,Shrub,16
LAW130,3,ATPO,11,2025,"saltbush, Allscale",Perennial,Shrub,11
LAW130,3,PSARM,1,2025,"indigo bush, Northern Mojave",Perennial,Shrub,1
LAW130,9,ATPO,20,2025,"saltbush, Allscale",Perennial,Shrub,20
LAW134,1,ATCO,5,2025,Shadscale,Perennial,Shrub,5
LAW134,1,ATPO,14,2025,"saltbush, Allscale",Perennial,Shrub,14
LAW134,4,ATCO,5,2025,Shadscale,Perennial,Shrub,5
LAW134,4,ATPO,12,2025,"saltbush, Allscale",Perennial,Shrub,12
LAW134,4,LYAN,2,2025,"tomato, Desert /wolfberry, Anderson's",Perennial,Shrub,2
LAW134,7,ATPO,24,2025,"saltbush, Allscale",Perennial,Shrub,24
LAW134,7,GRSP,2,2025,"hop-sage, Spiny",Perennial,Shrub,2
LAW134,7,PSARM,1,2025,"indigo bush, Northern Mojave",Perennial,Shrub,1
LAW134,5,ATPO,14,2025,"saltbush, Allscale",Perennial,Shrub,14
LAW134,5,LYAN,5,2025,"tomato, Desert /wolfberry, Anderson's",Perennial,Shrub,5
LAW134,5,XYTO,1,2025,NA,NA,NA,1
LAW134,16,ATCO,4,2025,Shadscale,Perennial,Shrub,4
LAW134,16,PSARM,10,2025,"indigo bush, Northern Mojave",Perennial,Shrub,10
LAW134,2,ATPO,11,2025,"saltbush, Allscale",Perennial,Shrub,11
LAW134,2,LYAN,2,2025,"tomato, Desert /wolfberry, Anderson's",Perennial,Shrub,2
LAW134,12,LYAN,3,2025,"tomato, Desert /wolfberry, Anderson's",Perennial,Shrub,3
LAW134,12,PSARM,4,2025,"indigo bush, Northern Mojave",Perennial,Shrub,4
LAW134,12,ATCO,9,2025,Shadscale,Perennial,Shrub,9
LAW134,6,ATPO,16,2025,"saltbush, Allscale",Perennial,Shrub,16
LAW134,6,LYAN,1,2025,"tomato, Desert /wolfberry, Anderson's",Perennial,Shrub,1
LAW134,6,ATCO,1,2025,Shadscale,Perennial,Shrub,1
LAW134,20,ATPO,3,2025,"saltbush, Allscale",Perennial,Shrub,3
LAW134,20,PSARM,6,2025,"indigo bush, Northern Mojave",Perennial,Shrub,6
LAW134,20,ATCO,3,2025,Shadscale,Perennial,Shrub,3
LAW134,19,LYAN,2,2025,"tomato, Desert /wolfberry, Anderson's",Perennial,Shrub,2
LAW134,19,PSARM,1,2025,"indigo bush, Northern Mojave",Perennial,Shrub,1
LAW134,19,ATCO,2,2025,Shadscale,Perennial,Shrub,2
LAW134,19,ERIN4,2,2025,"trumpet, Desert",Annual/Perennial,Herb,2
LAW134,14,ERIN4,2,2025,"trumpet, Desert",Annual/Perennial,Herb,2
LAW134,14,LYAN,2,2025,"tomato, Desert /wolfberry, Anderson's",Perennial,Shrub,2
LAW134,14,ATPO,3,2025,"saltbush, Allscale",Perennial,Shrub,3
LAW134,17,ATPO,9,2025,"saltbush, Allscale",Perennial,Shrub,9
LAW134,17,ATCO,3,2025,Shadscale,Perennial,Shrub,3
LAW134,17,GRSP,1,2025,"hop-sage, Spiny",Perennial,Shrub,1
LAW134,3,LYAN,1,2025,"tomato, Desert /wolfberry, Anderson's",Perennial,Shrub,1
LAW134,3,ATCO,4,2025,Shadscale,Perennial,Shrub,4
LAW134,3,AMDU2,9,2025,Burrow-bush,Perennial,Shrub,9
LAW134,3,MESP2,2,2025,"menodora, Spiny",Perennial,Shrub,2
LAW134,3,XYTO2,1,2025,"aster, Mojave",Perennial,Shrub,1
LAW134,18,ERIN4,1,2025,"trumpet, Desert",Annual/Perennial,Herb,1
LAW134,18,LYAN,5,2025,"tomato, Desert /wolfberry, Anderson's",Perennial,Shrub,5
LAW134,18,ATCO,4,2025,Shadscale,Perennial,Shrub,4
LAW134,18,XYTO2,3,2025,"aster, Mojave",Perennial,Shrub,3
LAW134,18,STPA4,1,2025,"wire-lettuce, Common",Perennial,Herb_Shrub,1
LAW134,9,ATPO,22,2025,"saltbush, Allscale",Perennial,Shrub,22
LAW134,9,ATCO,7,2025,Shadscale,Perennial,Shrub,7
LAW134,15,ATCO,3,2025,Shadscale,Perennial,Shrub,3
LAW134,15,LYAN,4,2025,"tomato, Desert /wolfberry, Anderson's",Perennial,Shrub,4
LAW134,15,ATPO,2,2025,"saltbush, Allscale",Perennial,Shrub,2
LAW134,11,ATCO,7,2025,Shadscale,Perennial,Shrub,7
LAW134,11,PSARM,8,2025,"indigo bush, Northern Mojave",Perennial,Shrub,8
LAW134,8,ATPO,20,2025,"saltbush, Allscale",Perennial,Shrub,20
LAW134,13,ATCO,3,2025,Shadscale,Perennial,Shrub,3
LAW134,13,ATPO,23,2025,"saltbush, Allscale",Perennial,Shrub,23
LAW134,10,ATCO,16,2025,Shadscale,Perennial,Shrub,16
LAW134,10,ATPO,3,2025,"saltbush, Allscale",Perennial,Shrub,3
LAW134,10,PSARM,2,2025,"indigo bush, Northern Mojave",Perennial,Shrub,2
LAW134,10,ERIN4,1,2025,"trumpet, Desert",Annual/Perennial,Herb,1
LAW134,10,MESP2,1,2025,"menodora, Spiny",Perennial,Shrub,1
LAW049,8,NO_COVER,1,2025,NA,NA,NA,1
PLC219,5,SAVE4,13,2022,Greasewood,Perennial,Shrub,13
PLC219,54,SAVE4,6,2022,Greasewood,Perennial,Shrub,6
PLC219,54,ATCO,2,2022,Shadscale,Perennial,Shrub,2
PLC219,23,SAVE4,4,2022,Greasewood,Perennial,Shrub,4
PLC219,23,ATCO,1,2022,Shadscale,Perennial,Shrub,1
PLC219,23,SPAI,10,2022,"sacaton, Alkali",Perennial,Grass,10
PLC219,23,MACA17,6,2022,"aster, Shrubby alkali",Perennial,Shrub,6
PLC219,45,SAVE4,10,2022,Greasewood,Perennial,Shrub,10
PLC219,45,ATCO,3,2022,Shadscale,Perennial,Shrub,3
PLC219,45,SPAI,3,2022,"sacaton, Alkali",Perennial,Grass,3
PLC219,45,MACA17,2,2022,"aster, Shrubby alkali",Perennial,Shrub,2
PLC219,66,SAVE4,13,2022,Greasewood,Perennial,Shrub,13
PLC219,66,ATCO,1,2022,Shadscale,Perennial,Shrub,1
PLC219,37,SAVE4,13,2022,Greasewood,Perennial,Shrub,13
PLC219,37,ATCO,3,2022,Shadscale,Perennial,Shrub,3
PLC219,46,SAVE4,1,2022,Greasewood,Perennial,Shrub,1
PLC219,46,ATTO,9,2022,"saltbush, Nevada/Torrey's",Perennial,Shrub,9
PLC219,46,ERIOG,1,2022,Buckwheat,Annual/Perennial,Herb_Shrub,1
PLC219,46,ATPO,2,2022,"saltbush, Allscale",Perennial,Shrub,2
PLC219,22,SAVE4,12,2022,Greasewood,Perennial,Shrub,12
PLC219,22,ATCO,3,2022,Shadscale,Perennial,Shrub,3
PLC219,22,ATPO,2,2022,"saltbush, Allscale",Perennial,Shrub,2
PLC219,30,ATTO,17,2022,"saltbush, Nevada/Torrey's",Perennial,Shrub,17
PLC219,30,ERIOG,1,2022,Buckwheat,Annual/Perennial,Herb_Shrub,1
PLC219,30,ATPO,7,2022,"saltbush, Allscale",Perennial,Shrub,7
PLC219,71,SAVE4,13,2022,Greasewood,Perennial,Shrub,13
PLC219,71,ATCO,2,2022,Shadscale,Perennial,Shrub,2
PLC219,71,SUMO,1,2022,"inkweed, Bush",Perennial,Shrub,1
PLC219,20,SAVE4,12,2022,Greasewood,Perennial,Shrub,12
PLC219,20,MACA17,1,2022,"aster, Shrubby alkali",Perennial,Shrub,1
PLC219,43,SAVE4,16,2022,Greasewood,Perennial,Shrub,16
PLC219,43,ATCO,2,2022,Shadscale,Perennial,Shrub,2
PLC219,43,SUMO,8,2022,"inkweed, Bush",Perennial,Shrub,8
PLC219,27,SAVE4,11,2022,Greasewood,Perennial,Shrub,11
PLC219,27,MACA17,1,2022,"aster, Shrubby alkali",Perennial,Shrub,1
PLC219,27,SUMO,3,2022,"inkweed, Bush",Perennial,Shrub,3
PLC219,27,ATCO,1,2022,Shadscale,Perennial,Shrub,1
PLC219,82,SAVE4,2,2022,Greasewood,Perennial,Shrub,2
PLC219,82,ATCO,4,2022,Shadscale,Perennial,Shrub,4
PLC219,82,ATTO,1,2022,"saltbush, Nevada/Torrey's",Perennial,Shrub,1
PLC219,82,ERIOG,1,2022,Buckwheat,Annual/Perennial,Herb_Shrub,1
PLC219,82,SPAI,1,2022,"sacaton, Alkali",Perennial,Grass,1
PLC219,70,SAVE4,9,2022,Greasewood,Perennial,Shrub,9
PLC219,70,MACA17,2,2022,"aster, Shrubby alkali",Perennial,Shrub,2
PLC219,70,ATTO,2,2022,"saltbush, Nevada/Torrey's",Perennial,Shrub,2
PLC219,70,SPAI,4,2022,"sacaton, Alkali",Perennial,Grass,4
PLC219,70,ERNA10,10,2022,"rabbitbrush, Common",Perennial,Shrub,10
PLC219,70,DISP,1,2022,Saltgrass,Perennial,Grass,1
PLC219,52,SAVE4,13,2022,Greasewood,Perennial,Shrub,13
PLC219,52,ATCO,2,2022,Shadscale,Perennial,Shrub,2
PLC219,44,SAVE4,8,2022,Greasewood,Perennial,Shrub,8
PLC219,44,MACA17,1,2022,"aster, Shrubby alkali",Perennial,Shrub,1
PLC219,44,ATCO,7,2022,Shadscale,Perennial,Shrub,7
PLC219,6,ATCO,2,2022,Shadscale,Perennial,Shrub,2
PLC219,6,ERNA10,1,2022,"rabbitbrush, Common",Perennial,Shrub,1
PLC219,6,SAVE4,9,2022,Greasewood,Perennial,Shrub,9
PLC219,6,SUMO,1,2022,"inkweed, Bush",Perennial,Shrub,1
PLC219,6,MACA17,1,2022,"aster, Shrubby alkali",Perennial,Shrub,1
PLC219,21,ATCO,2,2022,Shadscale,Perennial,Shrub,2
PLC219,21,ARTR2,1,2022,"sagebrush, Big",Perennial,Shrub,1
PLC219,21,SAVE4,6,2022,Greasewood,Perennial,Shrub,6
LAW029,5,ATCO,3,2022,Shadscale,Perennial,Shrub,3
LAW029,5,SAVE4,4,2022,Greasewood,Perennial,Shrub,4
LAW029,5,ATCA2,1,2022,"saltbush, Fourwing",Perennial,Shrub,1
LAW029,15,SAVE4,10,2022,Greasewood,Perennial,Shrub,10
LAW029,15,ATCO,1,2022,Shadscale,Perennial,Shrub,1
LAW029,19,SAVE4,5,2022,Greasewood,Perennial,Shrub,5
LAW029,19,ATCO,2,2022,Shadscale,Perennial,Shrub,2
LAW029,19,ATCA2,3,2022,"saltbush, Fourwing",Perennial,Shrub,3
LAW029,19,SATR12,2,2022,"Tumbleweed /thistle, Russian",Annual,Herb,2
LAW029,6,SAVE4,12,2022,Greasewood,Perennial,Shrub,12
LAW029,6,SUMO,3,2022,"inkweed, Bush",Perennial,Shrub,3
LAW029,16,ATCO,5,2022,Shadscale,Perennial,Shrub,5
LAW029,16,ATTO,6,2022,"saltbush, Nevada/Torrey's",Perennial,Shrub,6
LAW029,16,ERNA10,3,2022,"rabbitbrush, Common",Perennial,Shrub,3
LAW029,10,ATTO,10,2022,"saltbush, Nevada/Torrey's",Perennial,Shrub,10
LAW029,10,DISP,16,2022,Saltgrass,Perennial,Grass,16
LAW029,22,ATTO,11,2022,"saltbush, Nevada/Torrey's",Perennial,Shrub,11
LAW029,22,ALOC2,3,2022,"bush, Iodine",Perennial,Shrub,3
LAW029,22,ERNA10,3,2022,"rabbitbrush, Common",Perennial,Shrub,3
LAW029,22,DISP,1,2022,Saltgrass,Perennial,Grass,1
LAW029,1,ATTO,3,2022,"saltbush, Nevada/Torrey's",Perennial,Shrub,3
LAW029,1,ERNA10,7,2022,"rabbitbrush, Common",Perennial,Shrub,7
LAW029,1,DISP,12,2022,Saltgrass,Perennial,Grass,12
LAW029,11,ATTO,15,2022,"saltbush, Nevada/Torrey's",Perennial,Shrub,15
LAW029,14,ATTO,10,2022,"saltbush, Nevada/Torrey's",Perennial,Shrub,10
LAW029,14,ERNA10,6,2022,"rabbitbrush, Common",Perennial,Shrub,6
LAW029,17,SUMO,2,2022,"inkweed, Bush",Perennial,Shrub,2
LAW029,17,SAVE4,1,2022,Greasewood,Perennial,Shrub,1
LAW029,7,SUMO,3,2022,"inkweed, Bush",Perennial,Shrub,3
LAW029,7,ATCO,4,2022,Shadscale,Perennial,Shrub,4
LAW029,7,SAVE4,4,2022,Greasewood,Perennial,Shrub,4
LAW029,7,ATTO,2,2022,"saltbush, Nevada/Torrey's",Perennial,Shrub,2
LAW029,2,ATCO,2,2022,Shadscale,Perennial,Shrub,2
LAW029,2,SAVE4,10,2022,Greasewood,Perennial,Shrub,10
LAW029,2,ATTO,7,2022,"saltbush, Nevada/Torrey's",Perennial,Shrub,7
LAW029,18,SAVE4,3,2022,Greasewood,Perennial,Shrub,3
LAW029,24,ATCO,6,2022,Shadscale,Perennial,Shrub,6
LAW029,24,SAVE4,2,2022,Greasewood,Perennial,Shrub,2
LAW029,23,ATCO,8,2022,Shadscale,Perennial,Shrub,8
LAW029,23,SATR12,1,2022,"Tumbleweed /thistle, Russian",Annual,Herb,1
LAW029,25,SATR12,1,2022,"Tumbleweed /thistle, Russian",Annual,Herb,1
LAW029,25,ATCO,5,2022,Shadscale,Perennial,Shrub,5
LAW029,25,SAVE4,1,2022,Greasewood,Perennial,Shrub,1
LAW029,13,ATCO,6,2022,Shadscale,Perennial,Shrub,6
LAW029,13,SATR12,1,2022,"Tumbleweed /thistle, Russian",Annual,Herb,1
LAW029,9,SAVE4,3,2022,Greasewood,Perennial,Shrub,3
LAW029,9,ATTO,5,2022,"saltbush, Nevada/Torrey's",Perennial,Shrub,5
LAW029,9,SUMO,1,2022,"inkweed, Bush",Perennial,Shrub,1
LAW029,21,ATCO,4,2022,Shadscale,Perennial,Shrub,4
LAW029,21,ATTO,3,2022,"saltbush, Nevada/Torrey's",Perennial,Shrub,3
LAW029,21,SATR12,1,2022,"Tumbleweed /thistle, Russian",Annual,Herb,1
LAW119,53,ERIOG,2,2023,Buckwheat,Annual/Perennial,Herb_Shrub,2
LAW119,53,SATR12,6,2023,"Tumbleweed /thistle, Russian",Annual,Herb,6
LAW119,53,ERNA10,5,2023,"rabbitbrush, Common",Perennial,Shrub,5
LAW119,22,ERIOG,2,2023,Buckwheat,Annual/Perennial,Herb_Shrub,2
LAW119,22,SATR12,2,2023,"Tumbleweed /thistle, Russian",Annual,Herb,2
LAW119,22,ERNA10,10,2023,"rabbitbrush, Common",Perennial,Shrub,10
LAW119,17,SATR12,4,2023,"Tumbleweed /thistle, Russian",Annual,Herb,4
LAW119,17,ERNA10,18,2023,"rabbitbrush, Common",Perennial,Shrub,18
LAW119,12,ERNA10,3,2023,"rabbitbrush, Common",Perennial,Shrub,3
LAW119,12,SPAI,22,2023,"sacaton, Alkali",Perennial,Grass,22
LAW119,12,IVAX,4,2023,"weed, Poverty",Perennial,Herb,4
LAW119,12,ELEOC,14,2023,Spikerush,Perennial,Grass,14
LAW119,12,COCA5,3,2023,"horseweed, Canada",Annual,Herb,3
LAW119,12,PACA6,14,2023,Witchgrass,Annual,Grass,14
LAW119,12,LELA2,3,2023,"pepperweed, Perennial",Perennial,Herb,3
LAW119,12,EPCI,4,2023,"willow herb, Hairy",Perennial,Herb,4
LAW119,12,BAHY,7,2023,"bassia, Fivehook",Annual,Herb,7
LAW119,12,HEAN3,3,2023,"sunflower, Annual",Annual,Herb,3
LAW119,12,JUARL,1,2023,"rush, Baltic",Perennial,Grass,1
LAW119,12,SAVE4,2,2023,Greasewood,Perennial,Shrub,2
LAW119,10,ATTO,12,2023,"saltbush, Nevada/Torrey's",Perennial,Shrub,12
LAW119,10,SAVE4,12,2023,Greasewood,Perennial,Shrub,12
LAW119,10,BAHY,2,2023,"bassia, Fivehook",Annual,Herb,2
LAW119,10,ERNA10,7,2023,"rabbitbrush, Common",Perennial,Shrub,7
LAW119,10,ATCO,2,2023,Shadscale,Perennial,Shrub,2
LAW119,10,IVAX,3,2023,"weed, Poverty",Perennial,Herb,3
LAW119,10,DISP,2,2023,Saltgrass,Perennial,Grass,2
LAW119,10,CAREX,5,2023,Sedge/Carex,Perennial,Grass,5
LAW119,10,CYDA,2,2023,"grass, Bermuda",Perennial,Grass,2
LAW119,10,TYLA,1,2023,"cattail, Common",Perennial,Grass,1
LAW119,44,ATTO,5,2023,"saltbush, Nevada/Torrey's",Perennial,Shrub,5
LAW119,44,MUAS,10,2023,"muhly, Alkali/ Scratchgrass",Perennial,Grass,10
LAW119,44,PACA6,3,2023,Witchgrass,Annual,Grass,3
LAW119,44,BAHY,2,2023,"bassia, Fivehook",Annual,Herb,2
LAW119,44,LACO13,1,2023,"horseweed, Coulter's",Annual,Herb,1
LAW119,44,ELEOC,3,2023,Spikerush,Perennial,Grass,3
LAW119,44,IVAX,2,2023,"weed, Poverty",Perennial,Herb,2
LAW119,44,CAREX,10,2023,Sedge/Carex,Perennial,Grass,10
LAW119,44,TYLA,1,2023,"cattail, Common",Perennial,Grass,1
LAW119,64,ATTO,23,2023,"saltbush, Nevada/Torrey's",Perennial,Shrub,23
LAW119,64,MUAS,4,2023,"muhly, Alkali/ Scratchgrass",Perennial,Grass,4
LAW119,64,SAVE4,1,2023,Greasewood,Perennial,Shrub,1
LAW119,64,BAHY,11,2023,"bassia, Fivehook",Annual,Herb,11
LAW119,64,ERNA10,9,2023,"rabbitbrush, Common",Perennial,Shrub,9
LAW119,64,SATR12,1,2023,"Tumbleweed /thistle, Russian",Annual,Herb,1
LAW119,64,IVAX,1,2023,"weed, Poverty",Perennial,Herb,1
LAW119,64,DISP,1,2023,Saltgrass,Perennial,Grass,1
LAW119,64,CAREX,1,2023,Sedge/Carex,Perennial,Grass,1
LAW119,64,CYDA,1,2023,"grass, Bermuda",Perennial,Grass,1
LAW119,62,ATTO,2,2023,"saltbush, Nevada/Torrey's",Perennial,Shrub,2
LAW119,62,MUAS,8,2023,"muhly, Alkali/ Scratchgrass",Perennial,Grass,8
LAW119,62,SAVE4,1,2023,Greasewood,Perennial,Shrub,1
LAW119,62,PACA6,2,2023,Witchgrass,Annual,Grass,2
LAW119,62,LACO13,1,2023,"horseweed, Coulter's",Annual,Herb,1
LAW119,62,ELEOC,26,2023,Spikerush,Perennial,Grass,26
LAW119,62,ERNA10,1,2023,"rabbitbrush, Common",Perennial,Shrub,1
LAW119,62,IVAX,2,2023,"weed, Poverty",Perennial,Herb,2
LAW119,62,FORB,1,2023,UNK,Annual,Herb,1
LAW119,62,CAREX,1,2023,Sedge/Carex,Perennial,Grass,1
LAW119,62,LETR5,12,2023,"wildrye, Beardless/Creeping",Perennial,Grass,12
LAW119,62,ASFA,2,2023,"milkweed, Narrow-leaf",Perennial,Herb,2
LAW119,62,EPCI,2,2023,"willow herb, Hairy",Perennial,Herb,2
LAW119,62,POMO5,1,2023,"grass, Annual rabbitsfoot",Annual,Grass,1
LAW119,18,SAVE4,13,2023,Greasewood,Perennial,Shrub,13
LAW119,18,ATTO,18,2023,"saltbush, Nevada/Torrey's",Perennial,Shrub,18
LAW119,29,SAVE4,1,2023,Greasewood,Perennial,Shrub,1
LAW119,29,ATTO,5,2023,"saltbush, Nevada/Torrey's",Perennial,Shrub,5
LAW119,29,ERNA10,10,2023,"rabbitbrush, Common",Perennial,Shrub,10
