parcel,quad,parcel_code,segment_key,species,hits,survey_year,source_file,length_m,n_possible_hits,intercept_spacing_m,denominator_source,percent_cover
TIN054,TIN,54,15.1-15.0,BAHY,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,5.23,10,0.5,gis_post_distance,0
TIN054,TIN,54,16.1-16.0,BAHY,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,5.13,10,0.5,gis_post_distance,0
TIN054,TIN,54,1.1-1.0,SAVE4,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,2.06,4,0.5,gis_post_distance,0
TIN054,TIN,54,2.1-2.0,SAVE4,1,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,5.13,10,0.5,gis_post_distance,10
TIN054,TIN,54,3.1-3.0,SAVE4,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,5.7,11,0.5,gis_post_distance,0
TIN054,TIN,54,4.1-4.0,SAVE4,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,5.34,11,0.5,gis_post_distance,0
TIN054,TIN,54,5.1-5.0,SAVE4,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,5.28,11,0.5,gis_post_distance,0
TIN054,TIN,54,6.1-6.0,SAVE4,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,4.64,9,0.5,gis_post_distance,0
TIN054,TIN,54,7.1-7.0,SAVE4,1,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,4.94,10,0.5,gis_post_distance,10
TIN054,TIN,54,8.1-8.0,SAVE4,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,4.8,10,0.5,gis_post_distance,0
TIN054,TIN,54,9.1-9.0,SAVE4,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,3.3,7,0.5,gis_post_distance,0
TIN054,TIN,54,10.1-10.0,SAVE4,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,4.93,10,0.5,gis_post_distance,0
TIN054,TIN,54,11.1-11.0,SAVE4,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,4.65,9,0.5,gis_post_distance,0
TIN054,TIN,54,12.1-12.0,SAVE4,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,4.99,10,0.5,gis_post_distance,0
TIN054,TIN,54,13.1-13.0,SAVE4,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,5.13,10,0.5,gis_post_distance,0
TIN054,TIN,54,14.1-14.0,SAVE4,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,5.25,11,0.5,gis_post_distance,0
TIN054,TIN,54,15.1-15.0,SAVE4,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,5.23,10,0.5,gis_post_distance,0
TIN054,TIN,54,16.1-16.0,SAVE4,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,5.13,10,0.5,gis_post_distance,0
TIN054,TIN,54,1.1-1.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,2.06,4,0.5,gis_post_distance,0
TIN054,TIN,54,2.1-2.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,5.13,10,0.5,gis_post_distance,0
TIN054,TIN,54,3.1-3.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,5.7,11,0.5,gis_post_distance,0
TIN054,TIN,54,4.1-4.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,5.34,11,0.5,gis_post_distance,0
TIN054,TIN,54,5.1-5.0,SPAI,1,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,5.28,11,0.5,gis_post_distance,9.090909090909092
TIN054,TIN,54,6.1-6.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,4.64,9,0.5,gis_post_distance,0
TIN054,TIN,54,7.1-7.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,4.94,10,0.5,gis_post_distance,0
TIN054,TIN,54,8.1-8.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,4.8,10,0.5,gis_post_distance,0
TIN054,TIN,54,9.1-9.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,3.3,7,0.5,gis_post_distance,0
TIN054,TIN,54,10.1-10.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,4.93,10,0.5,gis_post_distance,0
TIN054,TIN,54,11.1-11.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,4.65,9,0.5,gis_post_distance,0
TIN054,TIN,54,12.1-12.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,4.99,10,0.5,gis_post_distance,0
TIN054,TIN,54,13.1-13.0,SPAI,1,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,5.13,10,0.5,gis_post_distance,10
TIN054,TIN,54,14.1-14.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,5.25,11,0.5,gis_post_distance,0
TIN054,TIN,54,15.1-15.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,5.23,10,0.5,gis_post_distance,0
TIN054,TIN,54,16.1-16.0,SPAI,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,5.13,10,0.5,gis_post_distance,0
BGP160E,BGP,160E,1.1-1.2,ATCA2,4,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,102.2,204,0.5,gis_post_distance,1.9607843137254901
BGP160E,BGP,160E,1.2-1.3,ATCA2,4,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.12,200,0.5,gis_post_distance,2
BGP160E,BGP,160E,1.3-1.4,ATCA2,35,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.6,199,0.5,gis_post_distance,17.587939698492463
BGP160E,BGP,160E,1.4-1.5,ATCA2,30,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.22,202,0.5,gis_post_distance,14.85148514851485
BGP160E,BGP,160E,1.5-1.6,ATCA2,17,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.93,200,0.5,gis_post_distance,8.5
BGP160E,BGP,160E,1.6-1.7,ATCA2,12,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.68,201,0.5,gis_post_distance,5.970149253731343
BGP160E,BGP,160E,1.7-1.0,ATCA2,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,102.14,204,0.5,gis_post_distance,0
BGP160E,BGP,160E,2.1-2.2,ATCA2,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,102.19,204,0.5,gis_post_distance,0
BGP160E,BGP,160E,2.2-2.3,ATCA2,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.1,198,0.5,gis_post_distance,0
BGP160E,BGP,160E,2.3-2.4,ATCA2,26,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.55,201,0.5,gis_post_distance,12.935323383084576
BGP160E,BGP,160E,2.4-2.5,ATCA2,13,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.95,202,0.5,gis_post_distance,6.435643564356436
BGP160E,BGP,160E,2.5-2.6,ATCA2,32,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.79,200,0.5,gis_post_distance,16
BGP160E,BGP,160E,2.6-2.7,ATCA2,33,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.24,200,0.5,gis_post_distance,16.5
BGP160E,BGP,160E,2.7-2.0,ATCA2,1,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101,202,0.5,gis_post_distance,0.49504950495049505
BGP160E,BGP,160E,3.1-3.2,ATCA2,5,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.56,201,0.5,gis_post_distance,2.4875621890547266
BGP160E,BGP,160E,3.2-3.3,ATCA2,7,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.68,199,0.5,gis_post_distance,3.5175879396984926
BGP160E,BGP,160E,3.3-3.4,ATCA2,14,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.12,200,0.5,gis_post_distance,7.000000000000001
BGP160E,BGP,160E,3.4-3.5,ATCA2,39,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.69,201,0.5,gis_post_distance,19.402985074626866
BGP160E,BGP,160E,3.5-3.6,ATCA2,31,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.12,202,0.5,gis_post_distance,15.346534653465346
BGP160E,BGP,160E,3.6-3.7,ATCA2,4,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,97.99,196,0.5,gis_post_distance,2.0408163265306123
BGP160E,BGP,160E,3.7-3.0,ATCA2,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.36,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.1-4.2,ATCA2,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.57,203,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.2-4.3,ATCA2,9,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,98.68,197,0.5,gis_post_distance,4.568527918781726
BGP160E,BGP,160E,4.3-4.4,ATCA2,22,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.34,203,0.5,gis_post_distance,10.83743842364532
BGP160E,BGP,160E,4.4-4.5,ATCA2,23,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.13,200,0.5,gis_post_distance,11.5
BGP160E,BGP,160E,4.5-4.6,ATCA2,22,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.69,199,0.5,gis_post_distance,11.055276381909549
BGP160E,BGP,160E,4.6-4.7,ATCA2,5,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.25,200,0.5,gis_post_distance,2.5
BGP160E,BGP,160E,4.7-4.0,ATCA2,21,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.92,200,0.5,gis_post_distance,10.5
BGP160E,BGP,160E,5.1-5.2,ATCA2,2,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.15,202,0.5,gis_post_distance,0.9900990099009901
BGP160E,BGP,160E,5.2-5.3,ATCA2,5,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.49,203,0.5,gis_post_distance,2.4630541871921183
BGP160E,BGP,160E,5.3-5.4,ATCA2,4,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.48,199,0.5,gis_post_distance,2.0100502512562812
BGP160E,BGP,160E,5.4-5.5,ATCA2,19,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.48,199,0.5,gis_post_distance,9.547738693467336
BGP160E,BGP,160E,5.5-5.6,ATCA2,24,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.44,201,0.5,gis_post_distance,11.940298507462686
BGP160E,BGP,160E,5.6-5.7,ATCA2,1,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.42,201,0.5,gis_post_distance,0.4975124378109453
BGP160E,BGP,160E,5.7-5.0,ATCA2,2,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.57,203,0.5,gis_post_distance,0.9852216748768473
BGP160E,BGP,160E,6.1-6.2,ATCA2,5,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.76,200,0.5,gis_post_distance,2.5
BGP160E,BGP,160E,6.2-6.3,ATCA2,33,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.35,203,0.5,gis_post_distance,16.25615763546798
BGP160E,BGP,160E,6.3-6.4,ATCA2,21,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.79,200,0.5,gis_post_distance,10.5
BGP160E,BGP,160E,6.4-6.5,ATCA2,14,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.44,203,0.5,gis_post_distance,6.896551724137931
BGP160E,BGP,160E,6.5-6.6,ATCA2,12,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.9,200,0.5,gis_post_distance,6
BGP160E,BGP,160E,6.6-6.7,ATCA2,3,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.8,200,0.5,gis_post_distance,1.5
BGP160E,BGP,160E,6.7-6.0,ATCA2,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.33,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.1-7.2,ATCA2,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.18,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.2-7.3,ATCA2,2,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.7,203,0.5,gis_post_distance,0.9852216748768473
BGP160E,BGP,160E,7.3-7.4,ATCA2,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.58,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.4-7.5,ATCA2,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.47,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.5-7.6,ATCA2,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,102.74,205,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.6-7.7,ATCA2,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.59,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,7.7-7.0,ATCA2,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.82,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,8.1-8.2,ATCA2,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.03,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,8.2-8.3,ATCA2,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.95,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,8.3-8.4,ATCA2,3,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,98.21,196,0.5,gis_post_distance,1.530612244897959
BGP160E,BGP,160E,8.4-8.5,ATCA2,32,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,103.14,206,0.5,gis_post_distance,15.53398058252427
BGP160E,BGP,160E,8.5-8.0,ATCA2,17,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,98.83,198,0.5,gis_post_distance,8.585858585858585
BGP160E,BGP,160E,1.1-1.2,ERNA10,20,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,102.2,204,0.5,gis_post_distance,9.803921568627452
BGP160E,BGP,160E,1.2-1.3,ERNA10,28,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.12,200,0.5,gis_post_distance,14.000000000000002
BGP160E,BGP,160E,1.3-1.4,ERNA10,9,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.6,199,0.5,gis_post_distance,4.522613065326634
BGP160E,BGP,160E,1.4-1.5,ERNA10,4,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.22,202,0.5,gis_post_distance,1.9801980198019802
BGP160E,BGP,160E,1.5-1.6,ERNA10,10,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.93,200,0.5,gis_post_distance,5
BGP160E,BGP,160E,1.6-1.7,ERNA10,15,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.68,201,0.5,gis_post_distance,7.462686567164178
BGP160E,BGP,160E,1.7-1.0,ERNA10,44,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,102.14,204,0.5,gis_post_distance,21.568627450980394
BGP160E,BGP,160E,2.1-2.2,ERNA10,3,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,102.19,204,0.5,gis_post_distance,1.4705882352941175
BGP160E,BGP,160E,2.2-2.3,ERNA10,15,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.1,198,0.5,gis_post_distance,7.575757575757576
BGP160E,BGP,160E,2.3-2.4,ERNA10,3,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.55,201,0.5,gis_post_distance,1.4925373134328357
BGP160E,BGP,160E,2.4-2.5,ERNA10,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.95,202,0.5,gis_post_distance,0
BGP160E,BGP,160E,2.5-2.6,ERNA10,5,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.79,200,0.5,gis_post_distance,2.5
BGP160E,BGP,160E,2.6-2.7,ERNA10,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.24,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,2.7-2.0,ERNA10,11,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101,202,0.5,gis_post_distance,5.445544554455446
BGP160E,BGP,160E,3.1-3.2,ERNA10,10,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.56,201,0.5,gis_post_distance,4.975124378109453
BGP160E,BGP,160E,3.2-3.3,ERNA10,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.68,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.3-3.4,ERNA10,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.12,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.4-3.5,ERNA10,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.69,201,0.5,gis_post_distance,0
BGP160E,BGP,160E,3.5-3.6,ERNA10,3,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.12,202,0.5,gis_post_distance,1.4851485148514851
BGP160E,BGP,160E,3.6-3.7,ERNA10,2,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,97.99,196,0.5,gis_post_distance,1.0204081632653061
BGP160E,BGP,160E,3.7-3.0,ERNA10,53,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.36,201,0.5,gis_post_distance,26.368159203980102
BGP160E,BGP,160E,4.1-4.2,ERNA10,17,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.57,203,0.5,gis_post_distance,8.374384236453201
BGP160E,BGP,160E,4.2-4.3,ERNA10,11,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,98.68,197,0.5,gis_post_distance,5.583756345177665
BGP160E,BGP,160E,4.3-4.4,ERNA10,10,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.34,203,0.5,gis_post_distance,4.926108374384237
BGP160E,BGP,160E,4.4-4.5,ERNA10,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.13,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.5-4.6,ERNA10,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.69,199,0.5,gis_post_distance,0
BGP160E,BGP,160E,4.6-4.7,ERNA10,7,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.25,200,0.5,gis_post_distance,3.5000000000000004
BGP160E,BGP,160E,4.7-4.0,ERNA10,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.92,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,5.1-5.2,ERNA10,1,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.15,202,0.5,gis_post_distance,0.49504950495049505
BGP160E,BGP,160E,5.2-5.3,ERNA10,5,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.49,203,0.5,gis_post_distance,2.4630541871921183
BGP160E,BGP,160E,5.3-5.4,ERNA10,24,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.48,199,0.5,gis_post_distance,12.060301507537687
BGP160E,BGP,160E,5.4-5.5,ERNA10,1,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.48,199,0.5,gis_post_distance,0.5025125628140703
BGP160E,BGP,160E,5.5-5.6,ERNA10,5,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.44,201,0.5,gis_post_distance,2.4875621890547266
BGP160E,BGP,160E,5.6-5.7,ERNA10,19,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.42,201,0.5,gis_post_distance,9.45273631840796
BGP160E,BGP,160E,5.7-5.0,ERNA10,42,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.57,203,0.5,gis_post_distance,20.689655172413794
BGP160E,BGP,160E,6.1-6.2,ERNA10,28,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.76,200,0.5,gis_post_distance,14.000000000000002
BGP160E,BGP,160E,6.2-6.3,ERNA10,6,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.35,203,0.5,gis_post_distance,2.955665024630542
BGP160E,BGP,160E,6.3-6.4,ERNA10,2,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.79,200,0.5,gis_post_distance,1
BGP160E,BGP,160E,6.4-6.5,ERNA10,10,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.44,203,0.5,gis_post_distance,4.926108374384237
BGP160E,BGP,160E,6.5-6.6,ERNA10,17,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.9,200,0.5,gis_post_distance,8.5
BGP160E,BGP,160E,6.6-6.7,ERNA10,8,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.8,200,0.5,gis_post_distance,4
BGP160E,BGP,160E,6.7-6.0,ERNA10,13,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.33,201,0.5,gis_post_distance,6.467661691542288
BGP160E,BGP,160E,7.1-7.2,ERNA10,10,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.18,200,0.5,gis_post_distance,5
BGP160E,BGP,160E,7.2-7.3,ERNA10,5,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,101.7,203,0.5,gis_post_distance,2.4630541871921183
BGP160E,BGP,160E,7.3-7.4,ERNA10,5,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.58,199,0.5,gis_post_distance,2.512562814070352
BGP160E,BGP,160E,7.4-7.5,ERNA10,4,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.47,199,0.5,gis_post_distance,2.0100502512562812
BGP160E,BGP,160E,7.5-7.6,ERNA10,30,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,102.74,205,0.5,gis_post_distance,14.634146341463413
BGP160E,BGP,160E,7.6-7.7,ERNA10,7,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.59,199,0.5,gis_post_distance,3.5175879396984926
BGP160E,BGP,160E,7.7-7.0,ERNA10,12,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.82,200,0.5,gis_post_distance,6
BGP160E,BGP,160E,8.1-8.2,ERNA10,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.03,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,8.2-8.3,ERNA10,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,99.95,200,0.5,gis_post_distance,0
BGP160E,BGP,160E,8.3-8.4,ERNA10,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,98.21,196,0.5,gis_post_distance,0
BGP160E,BGP,160E,8.4-8.5,ERNA10,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,103.14,206,0.5,gis_post_distance,0
BGP160E,BGP,160E,8.5-8.0,ERNA10,0,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,98.83,198,0.5,gis_post_distance,0
BGP160E,BGP,160E,1.1-1.2,SATR12,16,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,102.2,204,0.5,gis_post_distance,7.8431372549019605
BGP160E,BGP,160E,1.2-1.3,SATR12,8,2025,Re_Veg Parcels 2025 IND_BLK_TIN_BGP_BIS_LAW.xlsx,100.12,200,0.5,gis_post_distance,4
