NameChange,SubClass,SuperOrder,alt_order,Order,Family,Code,Species,Genus,Species.1,CommonName,OtherNotes,SourceCode,Phreatophyte,Noxious,Toxic,WeedyInOV,RareOrUncommon,Lifecycle,Veg_Type,USDA0,USDA8,Group,Provenance,Lifeform,Spore/Seed,Gymnosperm/Angio,Monocot/Dicot,tbl_species_veg_type_ID,addition_origin
0,NA,NA,NA,Convolvulales,Cuscutaceae,CUIN,Cuscuta indecora,Cuscuta,indecora,"dodder, Pretty",NA,"2,3,7",0,0,0,0,0,Annual,weed,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Convolvulales,Cuscutaceae,CUOC,Cuscuta occidentalis,Cuscuta,occidentalis,"dodder, Chaparral",NA,7,0,-1,0,0,0,Annual,weed,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Convolvulales,Cuscutaceae,CUPE3,Cuscuta pentagona,Cuscuta,pentagona,"dodder, Five-angled",Cuscuta campestris,7,0,0,0,0,0,Annual,weed,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Caryophyllales,Convolvulaceae,CUPRE,Cupressus sp.,Cupressus,sp,Cypress,NA,7,0,0,0,0,0,Perennial,weed,n/a,n/a,2,Non-native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Convolvulales,Cuscutaceae,CUSA,Cuscuta salina,Cuscuta,salina,"dodder, Marsh",NA,2,0,0,0,0,0,Annual,weed,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Convolvulales,Cuscutaceae,CUSCU,Cuscuta sp.,Cuscuta,sp,Dodder,NA,"1,4,6,7,8",0,-1,0,-1,0,Annual,weed,n/a,n/a,2,NA,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Convolvulales,Cuscutaceae,CUSU4,Cuscuta subinclusa,Cuscuta,subinclusa,"dodder, Canyon",NA,7,0,0,0,0,0,Annual,weed,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Convolvulales,Cuscutaceae,CUSUB,Cuscuta suksdorfii var. breviflora,Cuscuta,suksdorfii,"dodder, Pale",Cuscuta occidentalis,2,0,-1,0,0,0,Annual,weed,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Cyperales,Cyperaceae,CYAR3,Cyperus aristatus,Cyperus,aristatus,"nutsedge, Bearded",Cyperus squarrosus,2,GW dependent,0,0,0,0,Annual,grass,OBL,OBL,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Cyperales,Cyperaceae,CYBI6,Cyperus bipartitus,Cyperus,bipartitus,"nutsedge, Slender","Infl bracts 2-3, rays 1-4","1,7",0,0,0,0,0,Annual,grass,NI,NI,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,CYDA,Cynodon dactylon,Cynodon,dactylon,"grass, Bermuda",NA,"1,2,3,4,5,6,7,8",GW dependent,-1,-1,-1,0,Perennial,weed,FAC,FAC,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Caryophyllales,Cactaceae,CYEC3,Cylindropuntia echinocarpa,Cylindropuntia,echinocarpa,"cholla, Silver/Golden",NA,"2,4",0,0,0,0,0,Perennial,shrub,n/a,n/a,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Cyperales,Cyperaceae,CYES,Cyperus esculentus,Cyperus,esculentus,"nutsedge, Yellow /Taboose","Infl bracts 3-7, rays 5-10",1,GW dependent,-1,0,0,0,Perennial,grass,FACW,FACW,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Cyperales,Cyperaceae,CYLA2,Cyperus laevigatus,Cyperus,laevigatus,"nutsedge, Smooth","Infl compact, bracts 1-3, rays 0",7,GW dependent,0,0,0,0,Perennial,grass,FACW+,NI,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Cyperales,Cyperaceae,CYNI2,Cyperus niger,Cyperus,niger,"nutsedge, Black","Infl compact, bracts 2-3, rays 0-2 (short)",7,GW dependent,0,0,0,0,Perennial,grass,FACW+,NO,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
-1,NA,NA,NA,Cyperales,Cyperaceae,CYNIC,Cyperus niger var. capitatus,Cyperus,niger,"nutsedge, Black",Cyperus niger; var. capitatus not recognized,7,GW dependent,0,0,0,0,Perennial,grass,FACW+,NO,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,"Araliales, Pittosporales",Apiales,Apiaceae,CYPA,Cymopterus panamintensis,Cymopterus,panamintensis,"spring-parsley, Panamint",NA,7,0,0,0,0,0,Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Cyperales,Cyperaceae,CYPER,Cyperus sp.,Cyperus,sp,nutsedge,NA,"1,4,6",0,0,0,0,0,Annual/Perennial,grass,n/a,n/a,4,NA,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
-1,NA,NA,NA,Cyperales,Cyperaceae,CYRI,Cyperus rivularis,Cyperus,rivularis,"nutsedge, Slender",Cyperus bipartitus,1,0,0,0,0,0,Annual,grass,NI,NI,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Cyperales,Cyperaceae,CYSQ,Cyperus squarrosus,Cyperus,squarrosus,"nutsedge, Bearded","Plt small < 10(20)cm; Infl bracts 1-4, rays 0-6","2,7",GW dependent,0,0,0,0,Annual,grass,OBL,OBL,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,DACA3,Danthonia californica,Danthonia,californica,"oatgrass, California",NA,7,GW dependent,0,0,0,0,Perennial,grass,FACW,FAC-,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,"Araliales, Pittosporales",Apiales,Apiaceae,DACA6,Daucus carota,Daucus,carota,Queen Annes lace /Carrot,NA,"2,4,7",0,0,0,-1,0,Annual/Biennial,weed,n/a,n/a,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Fabales,Fabaceae,DAFR4,Dalea fremontii,Dalea,fremontii,"indigo bush, Fremont's",Psorothamnus fremontii,2,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Rosales,Rosaceae,DAFR6,Dasiphora fruticosa,Dasiphora,fruticosa,"cinquefoil, Shrubby",NA,1,GW dependent,0,0,0,0,Perennial,shrub,FACW,FACW*,NA,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,0,NA
-1,NA,NA,NA,Fabales,Fabaceae,DAFRS,Dalea fremontii var. saundersii,Dalea,fremontii,"indigo bush, Mojave",Psorothamnus arborescens var. arborescens,2,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Poales,Poaceae,DAGL,Dactylis glomerata,Dactylis,glomerata,"grass, Orchard",NA,"1,4,6",GW dependent,0,0,-1,0,Perennial,weed,FACU,FACU,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Begoniales,Datiscaceae,DAGL2,Datisca glomerata,Datisca,glomerata,Durango root,NA,"2,4,7",GW dependent,0,-1,-1,0,Perennial,weed,FACW,NI,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Poales,Poaceae,DANTH,Danthonia sp.,Danthonia,sp,Oatgrass,NA,0,0,0,0,0,0,Perennial,grass,n/a,n/a,4,NA,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
-1,NA,NA,NA,Fabales,Fabaceae,DAPO4,Dalea polydenia,Dalea,polydenia,"dalea, Dotted",Psorothamnus polydenius,"1,2,4",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Poales,Poaceae,DASE,Danthonia semiannularis,Danthonia,semiannularis,"grass, Tasmanian wallaby",Rytidosperma semiannulare,1,0,0,0,0,0,Perennial,weed,n/a,n/a,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Solanales,Solanaceae,DATUR,Datura sp.,Datura,sp,"weed, Jimson",NA,4,0,0,-1,-1,0,Perennial,weed,n/a,n/a,2,NA,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Solanales,Solanaceae,DAWR2,Datura wrightii,Datura,wrightii,"datura, Sacred",NA,"2,4,7,8",0,0,-1,-1,0,Perennial,weed,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Poales,Poaceae,DECA18,Deschampsia caespitosa,Deschampsia,caespitosa,"hairgrass, Tufted",Deschampsia cespitosa,7,GW dependent,0,0,0,0,Perennial,grass,FACW,FACW,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Capparales,Brassicaceae,DECA6,Descurainia californica,Descurainia,californica,"tansy mustard, Sierra",NA,7,0,0,0,0,0,Annual,forb,FACU*,UPL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Poales,Poaceae,DECE,Deschampsia cespitosa,Deschampsia,cespitosa,"hairgrass, Tufted",NA,7,GW dependent,0,0,0,0,Perennial,grass,FACW,FACW,NA,Native,Grass,Seed bearing plants,Angiosperm,Monocot,0,NA
0,NA,NA,NA,Poales,Poaceae,DEDA,Deschampsia danthonioides,Deschampsia,danthonioides,"hairgrass, Annual",NA,7,GW dependent,0,0,0,0,Annual,grass,FACW,FACW,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Ranunculales,Ranunculaceae,DELPH,Delphinium sp.,Delphinium,sp,Larkspur,NA,1,0,0,0,0,0,Annual/Perennial,forb,n/a,n/a,NA,NA,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
-1,NA,NA,NA,Poales,Poaceae,DEMA3,Deschampsia mackenzieana,Deschampsia,mackenzieana,"hairgrass, Tufted",Deschampsia cespitosa,7,GW dependent,0,0,0,0,Perennial,grass,FACW,FACW,NA,Native,Grass,Seed bearing plants,Angiosperm,Monocot,0,NA
0,NA,NA,NA,Capparales,Brassicaceae,DEPA14,Descurainia paradisa,Descurainia,paradisa,"tansy mustard, Paradise",NA,"3,4,7",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Capparales,Brassicaceae,DEPI,Descurainia pinnata,Descurainia,pinnata,"tansy mustard, Pinnate",NA,"1,2,3,4,6,7,8",0,0,0,-1,0,Annual,weed,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Capparales,Brassicaceae,DEPIG,Descurainia pinnata ssp. glabra,Descurainia,pinnata,"tansy mustard, Western",NA,2,0,0,0,0,0,Annual,weed,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Capparales,Brassicaceae,DESCU,Descurainia sp.,Descurainia,sp,Tansy mustard,NA,4,0,0,0,-1,0,Annual/Biennial,weed,n/a,n/a,2,NA,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Capparales,Brassicaceae,DESO2,Descurainia sophia,Descurainia,sophia,"tansy mustard, Flixweed",NA,"2,4,6,7,8",0,-1,0,-1,0,Annual/Biennial,weed,n/a,n/a,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,DICA,Dicoria canescens,Dicoria,canescens,"twinbugs, Desert",NA,2,0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asparagales,Themidaceae,DICA14,Dichelostemma capitatum,Dichelostemma,capitatum,Blue dicks,NA,"2,4",0,0,0,0,0,Perennial,forb,n/a,n/a,4,Native,Herb,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,DICA18,Dieteria canescens,Dieteria,canescens,"aster, Hoary",NA,"2,8",0,0,0,0,0,Annual/Perennial,forb,FAC,UPL,NA,Native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Asparagales,Themidaceae,DICAC5,Dichelostemma capitatum ssp. capitatum,Dichelostemma,capitatum,"blue dicks, Headed",NA,7,0,0,0,0,0,Perennial,forb,n/a,n/a,4,Native,Herb,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Asparagales,Themidaceae,DICAP,Dichelostemma capitatum ssp. pauciflorum,Dichelostemma,capitatum,"blue dicks, Few-flowered",NA,7,0,0,0,0,0,Perennial,forb,n/a,n/a,4,Native,Herb,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Caryophyllales,Caryophyllaceae,DIDED,Dianthus deltoides ssp. deltoides,Dianthus,deltoides,"pink, Maiden",NA,7,0,0,0,0,0,Perennial,weed,n/a,n/a,2,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Asparagales,Themidaceae,DIPU3,Dichelostemma pulchellum,Dichelostemma,pulchellum,Blue dicks,Dichelostemma capitatum,7,0,0,0,0,0,Perennial,forb,n/a,n/a,4,Native,Herb,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,DISA,Digitaria sanguinalis,Digitaria,sanguinalis,"crabgrass, Hairy",NA,"2,6,8",0,0,0,-1,0,Annual,weed,FACU,FACU,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,DISP,Distichlis spicata,Distichlis,spicata,Saltgrass,NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,grass,FACW,FAC+*,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
-1,NA,NA,NA,Poales,Poaceae,DISPS2,Distichlis spicata var. stricta,Distichlis,spicata,Saltgrass,Distichlis spicata,"4,5,6,7",GW dependent,0,0,0,0,Perennial,grass,FACW,FAC+*,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,NA,NA,DRY LK,NA,NA,NA,Dry Lake,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,Caryophyllales,Chenopodiaceae,DYBO,Dysphania botrys,Dysphania,botrys,Jerusalem-oak,"glandular, strong smelling, lf ovate to elliptic, lwr wavy to pin lobed upr entire",2,0,0,0,-1,0,Annual,forb,FACU,FACU,NA,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Caryophyllales,Chenopodiaceae,DYPU,Dysphania pumilo,Dysphania,pumilo,"goosefoot, Australian","lf lanceolate to ovate, pinately toothed to lobed, gray gland below",2,0,0,0,0,0,Annual,forb,n/a,n/a,NA,Non-native,Herb,Seed bearing plants,Angiosperm,Dicot,0,NA
0,NA,NA,NA,Poales,Poaceae,ECCR,Echinochloa crus-galli,Echinochloa,crus,Barnyardgrass,NA,"1,2,4,6,7",GW dependent,0,0,-1,0,Annual,weed,FACW,FACW,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Elaeagnales,Elaeagnaceae,ELAN,Elaeagnus angustifolia,Elaeagnus,angustifolia,"olive, Russian",NA,"1,2,3,4,5,7,8",GW dependent,0,0,-1,0,Perennial,weed,FAC,FAC,2,Non-native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Hydrocharitales,Hydrocharitaceae,ELCA7,Elodea canadensis,Elodea,canadensis,"waterweed, Common",NA,"3,5,7",GW dependent,0,0,0,0,Perennial,weed,OBL,OBL,4,Native,Herb,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,ELCI,Elymus cinereus,Elymus,cinereus,"wildrye, Great Basin",NA,"1,2,3,4,6,7,8",GW dependent,0,0,0,0,Perennial,grass,NI,NI,NA,Native,Grass,Seed bearing plants,Angiosperm,Monocot,0,NA
0,NA,NA,NA,Poales,Poaceae,ELCI2,Elymus cinereus,Elymus,cinereus,"wildrye, Great Basin",NA,"1,2,3,4,6,7,8",GW dependent,0,0,0,0,Perennial,grass,NI,NI,NA,Native,Grass,Seed bearing plants,Angiosperm,Monocot,0,NA
0,NA,NA,NA,Poales,Poaceae,ELEL5,Elymus elymoides,Elymus,elymoides,"grass, Squirrel-tail",NA,"1,3,4,7,8",0,0,0,0,0,Perennial,grass,FACU,UPL,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
-1,NA,NA,NA,Poales,Poaceae,ELEL6,Elytrigia elongata,Elytrigia,elongata,"wheatgrass, Tall",Elymus ponticus,"1,6,7",0,0,0,0,0,Perennial,weed,n/a,n/a,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,ELELE,Elymus elymoides ssp. elymoides,Elymus,elymoides,"grass, Bottlebrush squirrel-tail",NA,0,0,0,0,0,0,Perennial,grass,FACU-,UPL,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Cyperales,Cyperaceae,ELEOC,Eleocharis sp.,Eleocharis,sp,Spikerush,NA,"1,4,6,7,8",GW dependent,0,0,0,0,Perennial,grass,n/a,n/a,4,NA,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,ELGL,Elymus glaucus,Elymus,glaucus,"rye, Blue wild",NA,2,0,0,0,0,0,Perennial,grass,FACU,FACU,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,ELHI6,Elymus hispidus,Elymus,hispidus,"wheatgrass, Intermediate",NA,1,0,0,0,0,0,Perennial,grass,n/a,n/a,NA,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,0,NA
0,NA,NA,NA,Poales,Poaceae,ELIN3,Eleusine indica,Eleusine,indica,"goosegrass, Indian",NA,6,0,0,0,0,0,Annual,weed,FACU,FACU,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
-1,NA,NA,NA,Poales,Poaceae,ELIN7,Elytrigia intermedia,Elytrigia,intermedia,"wheatgrass, Intermediate",Elymus hispidus,1,0,0,0,0,0,Perennial,weed,n/a,n/a,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Cyperales,Cyperaceae,ELMA5,Eleocharis macrostachya,Eleocharis,macrostachya,"spikerush, Pale",NA,"1,3,4,5,6,7",GW dependent,0,0,0,0,Perennial,grass,OBL,OBL,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Cyperales,Cyperaceae,ELPA3,Eleocharis palustris,Eleocharis,palustris,"spikerush, Common",NA,"1,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,grass,OBL,OBL,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Cyperales,Cyperaceae,ELPA4,Eleocharis parishii,Eleocharis,parishii,"spikerush, Parish's",NA,"1,2,3,4,5,6,7",GW dependent,0,0,0,0,Perennial,grass,FACW,OBL,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
-1,NA,NA,NA,Poales,Poaceae,ELPO,Elytrigia pontica,Elytrigia,pontica,"wheatgrass, Black Sea",Elymus ponticus,7,0,0,0,0,0,Perennial,weed,n/a,n/a,4,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,ELPO2,Elymus ponticus,Elymus,ponticus,"wheatgrass, Tall",NA,"1,6,7",0,0,0,0,0,Perennial,grass,n/a,n/a,NA,Non-native,Grass,Seed bearing plants,Angiosperm,Monocot,0,NA
0,NA,NA,NA,Cyperales,Cyperaceae,ELRO2,Eleocharis rostellata,Eleocharis,rostellata,"spikerush, Walking",NA,"2,3,5,7",GW dependent,0,0,0,0,Perennial,grass,OBL,OBL,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Poales,Poaceae,ELTR,Elymus tritocoides,Elymus,tritocoides,"wildrye, Beardless/Creeping",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,grass,FAC+,FAC+,NA,Native,Grass,Seed bearing plants,Angiosperm,Monocot,0,NA
0,NA,NA,NA,Poales,Poaceae,ELTR3,Elymus tritocoides,Elymus,tritocoides,"wildrye, Beardless/Creeping",NA,"1,2,3,4,5,6,7,8",GW dependent,0,0,0,0,Perennial,grass,FAC+,FAC+,NA,Native,Grass,Seed bearing plants,Angiosperm,Monocot,0,NA
0,NA,NA,NA,Poales,Poaceae,ELTR7,Elymus trachycaulus,Elymus,trachycaulus,"wheatgrass, Slender",NA,7,0,0,0,0,0,Perennial,grass,NI*,FACU,4,Native,Grass,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Boraginales,Boraginaceae,EMPE,Emmenanthe penduliflora,Emmenanthe,penduliflora,Whispering bells,NA,"2,7",0,0,0,0,0,Annual,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ENAC,Encelia actoni,Encelia,actoni,"brittlebush, Acton's","leaves silvery canescent w/out hairs, ray flowers",7,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ENCEL,Encelia sp.,Encelia,sp,Brittlebush,NA,4,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ENFR,Encelia frutescens,Encelia,frutescens,"brittlebush, Button","leaves hairy (not canescent), no ray flowers",4,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Asterales,Asteraceae,ENFRV,Encelia frutescens var. virginensis,Encelia,frutescens,"sunflower, Bush",Encelia virginensis,1,0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Asterales,Asteraceae,ENVI,Encelia virginensis,Encelia,virginensis,"sunflower, Bush","leaves w/ both canescence & hairs, ray flowers","1,2,4,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,2,Native,Shrub,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Myrtales,Onagraceae,EPADP,Epilobium adenocaulon var. parishii,Epilobium,adenocaulon,"willow herb, Fringed",Epilobium ciliatum ssp. ciliatum,2,GW dependent,0,0,0,0,Perennial,forb,FACW,FAC,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
-1,NA,NA,NA,Myrtales,Onagraceae,EPAN2,Epilobium angustifolium,Epilobium,angustifolium,Fireweed,"Chamerion angustifolium; plt tall, lvs alternate, flowers showy",7,GW dependent,0,0,0,0,Perennial,forb,FAC,FACU,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Myrtales,Onagraceae,EPBR3,Epilobium brachycarpum,Epilobium,brachycarpum,"willow herb, Tall annual","ann, stems peeling below, upper lvs often clustered",7,0,0,0,0,0,Annual,forb,UPL,UPL,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Myrtales,Onagraceae,EPCI,Epilobium ciliatum,Epilobium,ciliatum,"willow herb, Hairy","st. erect, w/ hairs, lf veins conspicuous, infl w/ hairs","2,3,5,7",GW dependent,0,0,0,0,Perennial,forb,FACW,FAC,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Myrtales,Onagraceae,EPCIC,Epilobium ciliatum ssp. ciliatum,Epilobium,ciliatum,"willow herb, Fringed","st. erect, w/ hairs, lf veins conspicuous, infl w/ hairs","2,3",GW dependent,0,0,0,0,Perennial,forb,FACW,FAC,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Myrtales,Onagraceae,EPDE4,Epilobium densiflorum,Epilobium,densiflorum,"willow herb, Denseflower","lvs opp near base, upr lf hairy, infl leafy & dense",7,GW dependent,0,0,0,0,Annual,forb,OBL,FACW,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Orchidales,Orchidaceae,EPGI,Epipactis gigantea,Epipactis,gigantea,"orchid, Stream",NA,"2,3,4,5,7",GW dependent,0,0,0,0,Perennial,forb,OBL,OBL,4,Native,Herb,Seed bearing plants,Angiosperm,Monocot,NA,NA
0,NA,NA,NA,Myrtales,Onagraceae,EPGL,Epilobium glaberrimum,Epilobium,glaberrimum,"willow herb, Glaucous","st branching above, infl glabrous or w/ few hairs",7,GW dependent,0,0,0,0,Perennial,forb,OBL,FACW,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Elaeagnales,Ephedraceae,EPHED,Ephedra sp.,Ephedra,sp,jointfir/ mormon tea,NA,8,0,0,0,0,0,Perennial,NA,NA,NA,NA,NA,Shrub,Seed bearing plants,Gymnosperm,NA,0,NA
0,NA,NA,NA,Myrtales,Onagraceae,EPILO,Epilobium sp.,Epilobium,sp,Willow herb,NA,"4,8",GW dependent,0,0,0,0,Annual/Perennial,forb,n/a,n/a,2,Native,Herb,Seed bearing plants,Angiosperm,Dicot,NA,NA
0,NA,NA,NA,Elaeagnales,Ephedraceae,EPNE,Ephedra nevadensis,Ephedra,nevadensis,"ephedra, Nevada",NA,"1,2,3,4,6,7,8",0,0,0,0,0,Perennial,shrub,n/a,n/a,1,Native,Shrub,Seed bearing plants,Gymnosperm,NA,NA,NA
0,NA,NA,NA,Elaeagnales,Ephedraceae,EPVI,Ephedra viridis,Ephedra,viridis,"ephedra, Green",NA,"1,2,7",0,0,0,0,0,Perennial,shrub,n/a,n/a,1,Native,Shrub,Seed bearing plants,Gymnosperm,NA,NA,NA
0,NA,NA,NA,Elaeagnales,Equisetaceae,EQAR,Equisetum arvense,Equisetum,arvense,"horsetail, Field",NA,"7,8",GW dependent,0,0,0,0,Perennial,weed,FAC,FAC+,3,Native,Herb,Ferns or fern allies,NA,NA,NA,NA
0,NA,NA,NA,Elaeagnales,Equisetaceae,EQLA,Equisetum laevigatum,Equisetum,laevigatum,"scouring rush, Smooth",NA,"2,3,5,6,7",GW dependent,0,0,0,0,Perennial,weed,FACW,FACW,3,Native,Herb,Ferns or fern allies,NA,NA,NA,NA
